,CD_ID,P_Democrat,P_Republican,Pop,Females,Median_Age,Veterans,White_People,Afr_Am_People,Asian,American_Ind_Alk_Ntv,Cuban_Origin,Puerto_Rican_Origin,Dominican_Origin,Mexican_Origin,Native_US,Foreign_Born,Children,Married_Households,Less_Highschool,Bachelor_Holders,Labor_Force_Eligible,Unemployed,Median_Household_Income,Median_Income,Below_Poverty_Level_LTM,Wealthy_Households,Gini_Index,Median_Age_Of_Worker,Workers,Working_Agricult,Working_Construction,Working_Manufacturing,Working_Retail,Working_Transportation,Working_Finance,Working_Education,Working_Health,Working_Food,Working_Public_Admin,Working_Information,Median_Gross_Rent,District_Name,State_Id,CD,State_Full,State,Health_insurance_coverage,Turn_Out,Approval_Rate_Predecessor,Vote_2012,Vote_2016,Vote_2020
400,UT-04,32.4,39.1,830801,414855,31.3,25414,668294,12913,31199,6502,835,5120,1554,94127,722152,99764,260527,155054,41390,108302,426911,669,76474,34242,57069,14978,0.3993,37.4,412532,3434,36997,43960,50712,23301,33802,37407,48905,25559,16022,8131,1178,"Congressional District 4 (116th Congress), Utah",49,04,Utah,UT,89.0,0.5200222419,39.36666667,74368.0,62348.0,52270.776462994836
401,VA-01,41.2,53.6,813878,411856,38.6,76964,586080,132600,27329,2333,2343,13455,2233,20761,720234,75152,194475,168362,47723,126296,421198,310,90234,40057,53004,34752,0.4016,41.2,407016,3421,39328,18248,47225,18777,24649,40658,42273,28330,44218,7285,1381,"Congressional District 1 (116th Congress), Virginia",51,01,Virginia,VA,92.6,0.547703848,39.36666667,365040.0,395289.3594760352,428045.3586318601
402,VA-02,45.4,48.8,743410,374717,36.2,92598,491633,149840,44229,2357,1879,16801,1810,22250,655900,67023,158130,137648,34653,111346,356737,108,71088,34970,61813,18971,0.4402,37.4,342527,2995,23939,25691,38800,13785,22134,32247,43382,27518,33623,5218,1252,"Congressional District 2 (116th Congress), Virginia",51,02,Virginia,VA,91.3,0.547703848,39.36666667,318849.0,321067.6405239648,323301.71896924835
403,VA-03,63.6,31.9,744804,382456,34.9,83814,330195,340644,22057,2653,2426,12493,2019,16496,686250,42807,167426,110767,51118,83617,361698,375,53533,30000,106454,11720,0.4686,36.8,345853,884,22464,40293,36695,16170,14227,32103,50433,27289,32558,5105,1053,"Congressional District 3 (116th Congress), Virginia",51,03,Virginia,VA,90.0,0.547703848,39.36666667,332166.0,323422.0,314908.1786937856
404,VA-04,58.7,37.1,747291,384928,38.7,61114,395229,306710,13221,1588,1551,9658,1487,13393,696745,40396,150517,111675,67318,97437,373741,61,60160,29942,106647,14764,0.4641,38.7,361017,1759,22527,32807,39592,21927,26112,31115,49869,29178,31761,5527,1019,"Congressional District 4 (116th Congress), Virginia",51,04,Virginia,VA,90.9,0.547703848,39.36666667,361496.0,362532.0,363570.9690397681
405,VA-05,42.3,53.4,739410,377316,42.8,50626,554054,140674,14640,1832,700,2661,176,9965,701352,31648,145020,139573,66663,88915,346634,1086,55491,28331,101918,16090,0.4949,40.9,337931,7589,25015,34136,38395,17626,14117,42671,50973,21454,18525,4134,909,"Congressional District 5 (116th Congress), Virginia",51,05,Virginia,VA,90.6,0.547703848,39.36666667,358689.0,365403.0,372242.67376194976
406,VA-06,34.9,59.7,755437,389159,39.9,51078,624793,86070,12942,1610,2857,8114,978,16840,703990,41935,152428,136880,60671,88029,362125,715,52925,26623,100628,10677,0.4585,39.0,351925,6412,22996,37263,40567,15248,17484,43438,52479,29477,16208,5895,854,"Congressional District 6 (116th Congress), Virginia",51,06,Virginia,VA,90.6,0.547703848,39.36666667,334864.0,345500.0,356473.8222084189
407,VA-07,44,50.5,812385,416585,39.3,52027,563699,155347,40821,1925,1499,10727,447,14429,723371,77673,190048,162205,53117,136928,425157,423,78060,36827,67178,26372,0.4367,40.7,407212,4392,30282,24928,43598,25338,39452,36904,53615,23622,27002,7039,1202,"Congressional District 7 (116th Congress), Virginia",51,07,Virginia,VA,91.6,0.547703848,39.36666667,391482.0,392168.0,392855.20208847406
408,VA-08,73.5,20.9,795467,404485,36.2,50159,503803,121753,91310,1744,2074,10247,2083,18712,549827,224571,165514,140199,41449,171243,473253,673,110606,58221,59166,67536,0.4444,38.1,461091,1046,28804,10390,30385,17705,28926,35805,38921,27132,69113,11899,1813,"Congressional District 8 (116th Congress), Virginia",51,08,Virginia,VA,90.7,0.547703848,39.36666667,359743.0,367885.0,376211.27645291225
409,VA-09,27.3,68.8,704831,353704,43.5,42178,640740,36880,11649,1624,859,2549,306,6674,685036,15260,128701,130823,80151,60774,286596,1085,41520,22564,135894,6863,0.4723,40.4,277766,7467,17583,39393,30395,12363,9841,38003,41653,20157,14280,3613,689,"Congressional District 9 (116th Congress), Virginia",51,09,Virginia,VA,90.6,0.547703848,39.36666667,311291.0,316740.0,322284.382137614
410,VA-10,52.2,42.2,862308,430584,38.4,53324,592714,57551,138104,1581,2243,7882,1663,19479,650352,193332,227446,189991,38656,173617,471318,239,127220,51922,34764,79157,0.4329,42.0,457913,2733,28920,21092,40972,17415,28228,41935,42338,25078,38777,11169,1655,"Congressional District 10 (116th Congress), Virginia",51,10,Virginia,VA,93.3,0.547703848,39.36666667,373913.0,403821.0,436121.2368679345
411,VA-11,66.9,27.5,798464,401157,36.7,56391,454640,103443,139120,3018,2012,12299,2802,14360,517179,255279,189935,150955,46866,157839,446623,0,111279,47405,57181,54078,0.4127,40.4,430664,310,24304,10375,37358,18098,27893,41092,42001,31361,46685,9409,1844,"Congressional District 11 (116th Congress), Virginia",51,11,Virginia,VA,90.5,0.547703848,39.36666667,339710.0,357054.0,375283.5033293103
412,VT-AL,56.7,30.3,626299,318181,43.1,33986,589337,7621,11859,1743,786,2231,623,3467,589849,30813,115527,122744,28903,103068,335913,1332,60782,31034,66013,12535,0.4473,40.7,330947,8981,22391,32226,39077,10060,14024,45185,52792,22851,14995,5288,969,"Congressional District (at Large) (116th Congress), Vermont",50,AL,Vermont,VT,96.0,0.5589754698,39.36666667,297247.0,315067.0,333955.31153888855
413,WA-01,54.1,37.8,768363,382177,38.2,42304,594158,10649,92675,9426,598,3183,115,51859,628420,127660,184847,168854,30015,147087,405080,39,100810,46748,50718,48168,0.4378,40.6,392420,5335,32595,49487,42537,12871,25227,27539,39232,20582,14507,12733,1690,"Congressional District 1 (116th Congress), Washington",53,01,Washington,WA,95.0,0.5894154208,39.36666667,339489.0,349064.0,358909.0547734978
414,WA-02,56.9,34.8,755546,380588,38.2,58387,572849,23666,74185,8211,2078,3338,154,62775,624458,117446,146910,144981,41836,111251,391617,326,70694,33949,74536,20122,0.4311,37.7,377465,2938,31981,48377,43285,19190,17032,30912,51404,28690,15781,7306,1367,"Congressional District 2 (116th Congress), Washington",53,02,Washington,WA,93.0,0.5894154208,39.36666667,313668.0,326462.0,339777.8461430557
415,WA-03,42.5,49.9,743322,374877,40.2,56232,638152,9261,23483,8275,824,1269,252,59975,671270,63620,171056,149822,40335,91454,361480,273,67621,32784,70336,15689,0.4296,41.1,343936,6361,30577,41213,40723,23067,17105,23709,52855,23371,15266,4980,1198,"Congressional District 3 (116th Congress), Washington",53,03,Washington,WA,94.1,0.5894154208,39.36666667,303483.0,315150.0,327265.5222862566
416,WA-04,35.1,57.9,735031,364709,34.0,36507,552489,11227,13040,19925,270,1737,24,276947,601933,126286,212128,127255,95578,61959,333723,65,57560,28079,99629,9851,0.4286,38.5,317125,48855,19495,26344,32620,21559,10380,24926,40003,19785,15165,2637,851,"Congressional District 4 (116th Congress), Washington",53,04,Washington,WA,87.5,0.5894154208,39.36666667,238940.0,242668.0,246454.16516280238
417,WA-05,39.1,52.2,725964,366454,37.9,59047,631506,11197,18559,12465,351,1686,36,36838,671111,44961,154070,137414,34265,94879,336625,561,56330,27664,97255,12491,0.4599,38.0,325456,9193,20065,26877,34724,15067,18532,35845,52880,24110,15502,5514,886,"Congressional District 5 (116th Congress), Washington",53,05,Washington,WA,94.4,0.5894154208,39.36666667,315425.0,319635.0,323901.1911706428
418,WA-06,51.8,39.5,731742,361624,41.5,79107,592326,23020,32278,13441,523,6383,0,38174,664183,50384,143213,147571,36993,101800,337779,582,66793,33698,74360,21508,0.4457,39.2,325059,3875,21749,29623,37069,18521,15018,27948,48533,24098,27278,4427,1203,"Congressional District 6 (116th Congress), Washington",53,06,Washington,WA,94.5,0.5894154208,39.36666667,329190.0,332992.0,336837.91143108846
419,WA-07,82.1,12.2,799589,395241,36.0,34207,579901,32500,104256,3442,785,3428,79,37105,642372,144183,124124,143142,27885,215160,487083,269,92711,49333,74790,63091,0.4755,35.7,476696,1419,22176,33890,57672,13356,32523,45624,60174,36268,11061,13718,1698,"Congressional District 7 (116th Congress), Washington",53,07,Washington,WA,95.1,0.5894154208,39.36666667,392419.0,415693.0,440347.3589428646
420,WA-08,47.7,44.7,754721,381379,39.0,45317,560125,23330,71094,8189,528,3927,922,68751,628899,114129,183230,162174,38966,118514,396483,1051,85924,39560,61856,37094,0.4392,41.7,384171,9551,28823,36414,45879,25952,21960,32723,47626,22300,17478,7984,1325,"Congressional District 8 (116th Congress), Washington",53,08,Washington,WA,95.1,0.5894154208,39.36666667,313967.0,321002.0,328194.6319326553
421,WA-09,70.5,23.3,765285,378777,36.7,35705,367222,97348,178518,5106,1807,4644,459,73540,518736,230304,163976,131177,50853,144820,422300,559,84768,39781,83985,38577,0.4710,38.5,404609,1701,21468,32536,47950,31423,20734,25790,52276,33550,12840,12707,1580,"Congressional District 9 (116th Congress), Washington",53,09,Washington,WA,93.0,0.5894154208,39.36666667,286875.0,291192.0,295573.9637960784
422,WA-10,51.3,39.9,756028,382906,35.7,73413,544535,49610,53693,8849,1251,8996,814,61857,644924,85877,178385,142501,40758,100584,362277,0,69374,35060,71548,14912,0.4082,37.9,345663,6704,26212,26114,38898,20404,15868,29330,47920,26086,36759,4413,1236,"Congressional District 10 (116th Congress), Washington",53,10,Washington,WA,93.9,0.5894154208,39.36666667,292060.0,295356.0,298689.19652126275
423,WI-01,42.3,52.6,717716,360661,41.1,39535,628476,40798,13495,1898,819,10269,373,55119,667010,39243,161763,141109,39997,93505,384585,469,67231,32874,65209,14792,0.4332,41.7,370148,3265,23896,72028,41777,21505,19199,27711,56170,22911,11671,5194,914,"Congressional District 1 (116th Congress), Wisconsin",55,01,Wisconsin,WI,94.9,0.6167785586,39.36666667,379184.0,355961.0,334160.285035761
424,WI-02,65.8,29,768067,386580,36.9,38037,660542,33402,33480,3727,2252,4724,325,31506,704817,55589,160124,150667,33220,130321,435513,1476,67394,36330,80391,21630,0.4447,38.0,430643,10189,25046,51803,42079,14208,31479,52552,67654,23977,18729,10600,1018,"Congressional District 2 (116th Congress), Wisconsin",55,02,Wisconsin,WI,95.8,0.6167785586,39.36666667,415942.0,412803.0,409687.68917060556
425,WI-03,44.8,49.3,724568,360508,39.0,48285,674388,7846,17386,3486,361,1749,30,14881,701061,19481,150009,144703,35709,83511,368012,983,57953,29603,83944,8743,0.4240,38.3,365248,14662,22704,57967,45718,19449,20427,31564,56385,24928,13243,4514,796,"Congressional District 3 (116th Congress), Wisconsin",55,03,Wisconsin,WI,93.8,0.6167785586,39.36666667,363335.0,359555.0,355814.32569116657
426,WI-04,74,21.8,710573,366975,32.9,24563,351094,234575,31139,3294,2215,33537,1344,83700,619025,71215,178475,87755,63408,77735,347523,518,45057,26501,158731,8529,0.4905,36.1,335798,1355,10555,50471,37313,19531,19327,30924,56805,26184,10882,6186,838,"Congressional District 4 (116th Congress), Wisconsin",55,04,Wisconsin,WI,91.9,0.6167785586,39.36666667,356355.0,308575.0,267201.33188814524
427,WI-05,37.3,57.4,731341,372787,41.3,38292,659846,21218,24913,2076,1781,6329,1221,28284,684732,40731,155013,158150,27142,130707,394608,171,70271,36544,48552,23293,0.4517,41.0,388665,3492,22843,73331,42370,14965,27734,33214,59006,21586,9735,7063,938,"Congressional District 5 (116th Congress), Wisconsin",55,05,Wisconsin,WI,96.4,0.6167785586,39.36666667,419191.0,399261.0,380278.5511163169
428,WI-06,38.8,55.7,714886,353380,41.9,45518,660186,15080,17053,3448,342,2547,51,25873,686555,24084,149103,147404,38218,86671,376368,819,59868,32137,62251,12744,0.4454,41.1,367724,9043,22510,91124,35982,16800,18102,25387,51211,25428,12895,5384,752,"Congressional District 6 (116th Congress), Wisconsin",55,06,Wisconsin,WI,95.2,0.6167785586,39.36666667,382295.0,365442.0,349331.94356190896
429,WI-07,37.3,57.7,710420,352928,44.7,47312,660634,5661,12134,13419,388,1731,268,11245,689209,18277,151739,162266,40583,79650,364941,1036,57200,30811,66937,10296,0.4348,42.7,355290,13345,26332,68184,38576,17883,19024,24819,57355,20622,13151,4446,715,"Congressional District 7 (116th Congress), Wisconsin",55,07,Wisconsin,WI,93.2,0.6167785586,39.36666667,373876.0,369841.0,365849.54712525004
430,WI-08,38.6,56.2,735997,368467,40.7,44746,662077,12052,15780,19016,186,3046,306,31242,703139,29308,165879,158596,36942,93433,386861,595,61423,32026,59811,12544,0.4314,41.2,380200,9199,23355,81713,39041,18425,22954,27451,52556,24538,10995,5770,775,"Congressional District 8 (116th Congress), Wisconsin",55,08,Wisconsin,WI,95.0,0.6167785586,39.36666667,372886.0,369562.0,366267.63097568695
431,WV-01,26.4,68,606136,303304,41.8,42975,569483,16341,5765,833,601,1143,42,3448,595126,8596,115299,113404,39794,60721,280382,589,46867,25590,93799,7392,0.4695,39.9,266318,10733,16276,21877,31304,15747,9059,31016,46592,21086,14914,3508,734,"Congressional District 1 (116th Congress), West Virginia",54,01,West Virginia,WV,93.7,0.4249376973,39.36666667,227948.0,243894.0,260955.49527085124
432,WV-02,29.4,65.8,624120,315504,42.7,47943,571744,28834,5377,1352,502,2169,341,5729,605822,13833,132046,120750,53027,59857,283441,477,48525,26752,98057,9139,0.4650,41.5,269347,6825,15899,24676,34574,16334,12048,22553,42511,20225,23096,3639,774,"Congressional District 2 (116th Congress), West Virginia",54,02,West Virginia,WV,94.0,0.4249376973,39.36666667,234596.0,250267.0,266984.82194496074
433,WV-03,23.3,72.5,575576,292367,44.0,35555,538546,23504,2317,444,248,800,80,2142,567932,5176,115880,113117,63764,43036,216821,297,36863,21739,120332,4607,0.4803,41.3,206152,9453,10115,13495,29476,11121,6905,18295,41230,15894,15625,3716,695,"Congressional District 3 (116th Congress), West Virginia",54,03,West Virginia,WV,93.0,0.4249376973,39.36666667,207894.0,218890.0,230467.60416366032
434,WY-AL,22.5,70.1,577737,285118,38.5,45252,528453,3667,5807,16185,93,1187,141,48755,554068,17528,133096,116706,26309,66449,295480,311,61584,31234,62301,11244,0.4555,39.5,287436,30534,25950,12001,30182,17385,11644,32945,37515,25678,18000,3946,818,"Congressional District (at Large) (116th Congress), Wyoming",56,AL,Wyoming,WY,89.5,0.4867543874,39.36666667,247026.0,248945.0,250878.9075846267
