,CD_ID,P_Democrat,P_Republican,Pop,Females,Median_Age,Veterans,White_People,Afr_Am_People,Asian,American_Ind_Alk_Ntv,Cuban_Origin,Puerto_Rican_Origin,Dominican_Origin,Mexican_Origin,Native_US,Foreign_Born,Children,Married_Households,Less_Highschool,Bachelor_Holders,Labor_Force_Eligible,Unemployed,Median_Household_Income,Median_Income,Below_Poverty_Level_LTM,Wealthy_Households,Gini_Index,Median_Age_Of_Worker,Workers,Working_Agricult,Working_Construction,Working_Manufacturing,Working_Retail,Working_Transportation,Working_Finance,Working_Education,Working_Health,Working_Food,Working_Public_Admin,Working_Information,Median_Gross_Rent,District_Name,State_Id,CD,State_Full,State,Health_insurance_coverage,Turn_Out,Approval_Rate_Predecessor,Vote_2012,Vote_2016,Vote_2020
266,NM-03,51.8,36.7,698251,353299,39.2,46703,463222,11028,9917,132163,429,3016,14,130393,645770,44597,163367,117740,61197,73919,302698,1156,49030,26914,136142,10080,0.4830,40.5,283466,12624,20749,10897,36830,11666,10570,26861,38819,24946,23632,2735,898,"Congressional District 3 (116th Congress), New Mexico",35,03,New Mexico,NM,89.7,0.4733722124,39.36666667,155982.0,24870.57758531064,3965.4936430290436
267,NV-01,61.6,32.6,685427,339694,36.9,39109,339750,90137,55672,12197,20129,6132,1728,231197,467388,205146,151527,80103,102982,52360,339348,479,40175,24458,143936,5648,0.4779,38.5,315947,914,24789,11342,40623,19950,11635,13334,23743,68181,5759,4238,960,"Congressional District 1 (116th Congress), Nevada",32,01,Nevada,NV,83.0,0.4754763945,39.36666667,187685.668976071,196839.6355857773,206440.06731532337
268,NV-02,39.7,52,729771,357668,39.5,57583,578423,14156,29443,17657,2955,3890,94,132307,632590,87031,158369,136185,50729,87639,378505,185,64888,33456,70511,16370,0.4427,39.4,362828,14062,31355,29770,41076,21005,17051,25827,40352,29397,21371,5225,1052,"Congressional District 2 (116th Congress), Nevada",32,02,Nevada,NV,90.1,0.4754763945,39.36666667,293476.10168119,326011.2208714742,362153.2231253609
269,NV-03,46.5,47.5,846761,426275,39.2,55125,534704,69957,121484,4236,3747,6971,769,113264,660454,168746,183082,142717,43134,127432,452389,155,73507,36941,66972,28241,0.4592,39.9,429258,1862,23600,13233,45160,29068,31539,31019,44117,64598,14806,7223,1331,"Congressional District 3 (116th Congress), Nevada",32,03,Nevada,NV,91.6,0.4754763945,39.36666667,283655.733997825,325602.3116769627,373751.8853406816
270,NV-04,49.5,44.6,772433,388381,36.9,59297,472099,106135,43538,10576,8240,8747,1163,191597,633469,126763,196242,130376,77210,72244,358835,1540,57915,31277,105908,10454,0.4544,39.5,338057,3674,30138,13271,35104,22112,17913,23594,33083,50092,16744,5981,1125,"Congressional District 4 (116th Congress), Nevada",32,04,Nevada,NV,89.6,0.4754763945,39.36666667,250100.495344913,276931.8318657858,306641.6937510466
271,NY-01,42.2,54.5,718726,361680,42.3,30250,616452,41995,32067,1644,3024,37123,8291,10834,616905,90725,152056,140328,40709,101843,359697,227,97149,42284,52637,37969,0.4383,43.2,349678,2170,30093,19035,36120,19445,22611,43017,54653,18606,21386,8807,1759,"Congressional District 1 (116th Congress), New York",36,01,New York,NY,96.4,0.4524342268,39.36666667,295673.0,336437.0,382821.0724990107
272,NY-02,43.9,53,709605,363555,40.8,24103,555103,67496,20864,3816,4026,36298,27885,6428,572800,123590,150044,127782,51182,86942,384324,293,101171,40893,46261,34049,0.4075,42.0,370551,454,24923,29125,41457,23280,23053,44323,55756,19365,20817,11556,1709,"Congressional District 2 (116th Congress), New York",36,02,New York,NY,96.2,0.4524342268,39.36666667,272663.0,313286.0,359961.2627895974
273,NY-03,51.6,45.5,707576,362835,45.9,21718,518549,21650,125574,892,2780,14028,9474,3185,530947,166164,143850,155198,33206,146369,361767,0,122464,50121,37479,65086,0.4847,45.2,352187,498,17814,17529,32396,15467,42479,42998,59229,16367,13505,9491,1831,"Congressional District 3 (116th Congress), New York",36,03,New York,NY,97.0,0.4524342268,39.36666667,306221.0,345275.0,389309.7652512401
274,NY-04,53.4,43.8,729582,374108,40.4,20468,468149,111129,53464,5570,2242,20944,23094,10343,541777,174364,161687,135673,52500,118988,382309,69,107525,41867,42286,46319,0.4335,41.9,371779,409,23337,15068,33475,24210,35742,46125,60888,20797,20428,9895,1792,"Congressional District 4 (116th Congress), New York",36,04,New York,NY,95.2,0.4524342268,39.36666667,308119.0,336811.0,368174.79519601195
275,NY-05,85.7,12.7,757972,396806,38.8,13028,132518,379126,110675,3641,2325,29415,30977,5893,419075,322393,164333,105027,89830,95675,391183,108,73646,32299,84351,19731,0.4367,41.3,367788,89,23495,9808,36215,48992,24793,30362,83884,21514,23264,6988,1418,"Congressional District 5 (116th Congress), New York",36,05,New York,NY,93.3,0.4524342268,39.36666667,212347.0,246961.0,287217.3165667516
276,NY-06,65.1,32.1,734183,380732,42.3,10328,313127,28153,292880,3609,2001,30469,18778,16931,339298,379309,136592,137016,87816,128252,380706,175,68072,32276,84132,21459,0.4597,42.3,365217,155,27933,10238,32437,27334,33877,29496,57982,38208,13713,7337,1620,"Congressional District 6 (116th Congress), New York",36,06,New York,NY,90.3,0.4524342268,39.36666667,185058.0,207285.0,232181.64697013906
277,NY-07,86.9,10.4,720811,368678,34.2,10018,363279,73871,121103,3175,3298,93813,63119,48239,445980,235228,169002,99074,124611,110468,363591,138,60853,30875,160467,31433,0.5493,36.9,348814,0,20025,15067,33008,19151,24897,30952,48558,31313,8689,19123,1425,"Congressional District 7 (116th Congress), New York",36,07,New York,NY,92.2,0.4524342268,39.36666667,180591.0,204473.0,231513.24113051037
278,NY-08,84.6,13.5,791211,434604,36.4,14506,246189,404883,49353,1929,3978,49525,33326,15850,503519,263367,170158,97609,77005,119930,382625,29,55439,31832,151649,24957,0.5263,38.4,364166,380,17269,10940,32211,32624,24505,34131,72779,23518,16454,14347,1357,"Congressional District 8 (116th Congress), New York",36,08,New York,NY,93.7,0.4524342268,39.36666667,235295.0,254930.0,276203.51006183727
279,NY-09,83.5,14.4,730957,389683,36.8,9829,262344,347766,57532,1889,2834,22171,11883,17549,426539,285568,153899,101955,69382,118905,379375,295,63759,35237,100878,25287,0.5045,38.8,363699,497,15910,7638,28782,27563,25319,39772,77499,19404,16640,14563,1389,"Congressional District 9 (116th Congress), New York",36,09,New York,NY,94.1,0.4524342268,39.36666667,239547.0,253789.0,268877.74224264966
280,NY-10,78.3,18.8,711678,370682,36.8,10076,495680,22645,134537,2626,3660,20853,6552,27729,470952,221897,139816,119257,53928,163315,389832,85,93766,50940,108047,77886,0.5851,37.6,380082,482,12384,8671,25486,9997,62311,46813,43124,22242,8095,21780,1860,"Congressional District 10 (116th Congress), New York",36,10,New York,NY,95.1,0.4524342268,39.36666667,235821.0,261945.0,290962.98898316943
281,NY-11,43.8,53.6,732886,375989,40.2,17713,498843,58687,107802,958,2781,57299,12700,28705,481699,230284,161347,137687,72140,115164,347720,179,76068,35539,97206,27507,0.4638,41.5,333018,131,26811,10408,31692,22786,32356,37387,58215,18891,18848,7706,1380,"Congressional District 11 (116th Congress), New York",36,11,New York,NY,94.3,0.4524342268,39.36666667,213991.0,248457.0,288474.1921342486
282,NY-12,83.3,13.5,698928,364056,35.8,17338,506188,36314,98828,2940,4159,19738,10786,13097,499975,184895,78781,106629,26401,218684,444145,268,110569,70041,66302,94203,0.5510,34.2,438897,413,9101,12941,25887,9414,78953,38985,44907,16912,9961,33378,2185,"Congressional District 12 (116th Congress), New York",36,12,New York,NY,96.3,0.4524342268,39.36666667,267692.0,306910.0,351873.6013777027
283,NY-13,92.3,5.4,795633,416043,35.6,13255,203890,236352,37783,8199,5065,87113,225223,54808,465290,289663,159506,73416,136077,107793,402072,224,44573,24774,191805,15284,0.5304,37.4,376016,285,14645,12263,34400,22763,28275,40489,67941,43112,11270,11946,1261,"Congressional District 13 (116th Congress), New York",36,13,New York,NY,92.2,0.4524342268,39.36666667,231787.0,252393.0,274830.8854638094
284,NY-14,77.7,19.8,706440,350343,36.9,10834,298774,77660,120878,3261,4412,67159,70594,57037,351893,326086,149354,101349,109976,90140,372662,539,60173,31147,94838,12682,0.4483,38.9,353212,254,34060,12941,33872,33200,22459,27029,49043,43620,10251,7719,1506,"Congressional District 14 (116th Congress), New York",36,14,New York,NY,88.4,0.4524342268,39.36666667,169552.0,194923.0,224090.40252547892
285,NY-15,93.8,4.9,743959,392388,32.1,8968,128998,274909,17342,5635,4886,158063,204742,51414,418697,267472,201104,60151,147360,47762,323990,212,30483,18916,248055,3467,0.5131,37.6,292567,734,14838,9201,35267,27425,14467,19417,71363,35117,9613,3304,1088,"Congressional District 15 (116th Congress), New York",36,15,New York,NY,90.5,0.4524342268,39.36666667,177129.0,191383.0,206784.05393244472
286,NY-16,75.1,22.5,732981,394317,40.5,19282,334077,239144,36612,2789,5796,62284,53247,33065,477804,221009,160783,109556,78540,105739,366151,81,70740,36008,85408,40741,0.5713,41.6,345842,569,18227,10004,31318,21468,30655,37623,76710,21128,16586,7572,1370,"Congressional District 16 (116th Congress), New York",36,16,New York,NY,94.4,0.4524342268,39.36666667,267814.0,283114.0,299288.0767846341
287,NY-17,58.6,38.4,741445,373865,38.9,22797,516482,77079,47212,1040,5263,31975,23832,20956,560625,164338,179302,143869,48215,120849,373818,62,100128,41652,74961,49992,0.4932,41.5,358832,754,21988,14445,32556,14941,33566,49108,54716,20797,17298,10478,1593,"Congressional District 17 (116th Congress), New York",36,17,New York,NY,95.6,0.4524342268,39.36666667,294401.0,318220.0,343966.1156042269
288,NY-18,47.1,49,722226,362592,39.7,32668,550259,71762,21323,1710,2919,45973,13552,26679,614777,90800,165065,136683,45967,96501,364785,185,82731,35767,64326,35315,0.4665,41.9,352763,2433,23124,20433,41882,20482,22068,43860,55866,20836,19210,8605,1271,"Congressional District 18 (116th Congress), New York",36,18,New York,NY,95.5,0.4524342268,39.36666667,290894.0,310473.960280146,331371.83995557716
289,NY-19,44,50.8,700310,348746,45.0,42279,614586,35432,11050,1955,1616,23312,3641,10099,647036,44803,128458,132190,48883,84023,340741,970,63663,31496,83753,16853,0.4587,42.4,331645,5708,24698,25593,40721,16306,15869,39217,53023,23076,20084,6093,969,"Congressional District 19 (116th Congress), New York",36,19,New York,NY,95.3,0.4524342268,39.36666667,303112.0,319452.039719854,336672.93172548496
290,NY-20,54,40.5,722529,372616,38.9,38297,567734,69955,37561,2447,2206,24698,6624,4613,643898,68516,141833,121480,36812,99392,374654,236,67253,34743,75365,19261,0.4468,38.4,362621,1294,17242,23949,40129,15756,25119,40622,54795,27566,36450,7837,991,"Congressional District 20 (116th Congress), New York",36,20,New York,NY,96.7,0.4524342268,39.36666667,315032.0,325081.0,335450.54648734094
291,NY-21,40,53.9,701112,338182,41.6,49263,643832,22513,7630,5670,449,9325,2630,6031,667395,26295,138387,134037,48440,66334,323159,1038,56487,30073,75244,10875,0.4379,40.5,313983,7520,20444,27498,38770,12975,12224,39732,48915,24706,25889,4015,841,"Congressional District 21 (116th Congress), New York",36,21,New York,NY,95.0,0.4524342268,39.36666667,265850.0,279438.0,293720.50345683657
292,NY-22,39.3,54.8,697372,352993,41.0,43783,619968,30253,22291,1584,289,13574,2831,4088,648480,42674,142628,125663,48074,67090,328954,725,54210,27893,97684,8791,0.4474,40.3,319412,4997,20162,32595,37474,13873,18142,42340,52955,24109,15856,4206,747,"Congressional District 22 (116th Congress), New York",36,22,New York,NY,95.8,0.4524342268,39.36666667,277217.0,289954.0,303276.2136376918
293,NY-23,39.7,54.5,693764,347899,40.7,44184,626291,20315,16129,4333,1156,13510,1133,5280,657601,27591,136488,127237,49554,63366,326367,1023,51675,26611,98109,8650,0.4540,39.6,320437,8076,17811,45327,35447,13344,11073,50649,45518,23235,13461,4738,756,"Congressional District 23 (116th Congress), New York",36,23,New York,NY,94.6,0.4524342268,39.36666667,276891.0,290016.6519807182,303764.50814979547
294,NY-24,48.9,45.3,701664,358416,40.2,41062,591774,62932,17694,3461,2305,16500,2756,5092,649817,44764,146393,129824,47499,82685,340765,191,58526,31388,91585,14192,0.4609,40.2,329951,3985,18630,32007,36082,18282,21657,45635,55843,19489,13284,5139,819,"Congressional District 24 (116th Congress), New York",36,24,New York,NY,96.6,0.4524342268,39.36666667,300621.0,308574.0,316737.39850509446
295,NY-25,55.5,39.1,718565,372606,38.9,30093,537966,111729,28244,3122,5832,43237,4754,4151,628305,64952,149728,121863,48656,108083,361779,848,59776,31131,103336,15271,0.4600,39.2,350004,1017,13943,39660,38389,13259,21529,52370,62622,20071,9563,7750,920,"Congressional District 25 (116th Congress), New York",36,25,New York,NY,97.0,0.4524342268,39.36666667,319454.0,329443.0,339744.3458181772
296,NY-26,57.6,38,707190,368991,38.5,38196,497126,128856,31890,2773,824,33115,3764,3950,628683,65141,143463,113512,51384,93484,350624,175,51292,29911,118715,11592,0.4719,37.8,341799,1156,14363,32571,37010,16707,27776,36706,59884,27205,15139,6855,808,"Congressional District 26 (116th Congress), New York",36,26,New York,NY,96.5,0.4524342268,39.36666667,302388.0,304440.0,306505.92483828723
297,NY-27,35.2,59.7,712904,357491,44.5,44497,667423,16653,7795,3644,348,8557,1331,5285,682606,25277,140628,149448,33217,88994,361158,1053,64499,34473,56512,16070,0.4374,43.1,349756,6020,22626,46424,38589,14336,21588,38843,52795,22936,18485,5351,802,"Congressional District 27 (116th Congress), New York",36,27,New York,NY,97.2,0.4524342268,39.36666667,326828.0,346771.3480192818,367931.65765206737
298,OH-01,44.6,51.2,740979,376146,37.4,37766,528785,153148,27695,1049,1880,2738,206,11673,684898,52596,174340,130573,47061,106422,378224,92,61397,32686,97966,21863,0.4826,39.5,366981,892,17170,45222,40135,21890,26253,30575,59180,24770,14180,6333,805,"Congressional District 1 (116th Congress), Ohio",39,01,Ohio,OH,94.2,0.5087192651,39.36666667,363593.0,361297.0,359015.4986729668
299,OH-02,39.7,55.8,734712,379479,39.3,39600,626756,71218,14023,1183,591,3817,285,8007,705279,23763,167119,136264,46678,101219,374330,519,59617,31352,96818,18753,0.4846,39.9,360434,2346,21240,49697,46358,16565,26917,29934,54758,24458,11397,6814,806,"Congressional District 2 (116th Congress), Ohio",39,02,Ohio,OH,94.5,0.5087192651,39.36666667,355116.971703896,354868.3015968052,354619.80562057014
300,OH-03,67,28.6,812264,419576,32.4,34862,435291,276374,37678,2310,398,8612,5151,28287,694741,109503,199285,98978,58644,100151,425518,24,47980,27365,162525,7951,0.4431,35.1,406913,1167,18372,30489,56081,35272,34258,31379,61918,35808,14783,7016,900,"Congressional District 3 (116th Congress), Ohio",39,03,Ohio,OH,89.5,0.5087192651,39.36666667,312938.0,314154.9713391556,315376.67530662846
301,OH-04,30.7,64.3,707219,353214,40.8,42168,637111,35888,8129,3610,520,8884,136,14904,689135,13982,157043,137453,41612,58340,348482,757,55425,28291,79647,6633,0.4180,41.0,336888,6341,17233,85734,35600,16207,13761,23887,51544,23072,12527,3639,725,"Congressional District 4 (116th Congress), Ohio",39,04,Ohio,OH,94.7,0.5087192651,39.36666667,331390.498273972,324647.7303984139,318042.1569169632
302,OH-05,34.6,59.7,717088,366530,40.7,43010,654248,18872,9691,1250,755,5260,493,26452,693199,19007,160424,148134,35967,79349,362928,763,60500,31539,72693,12906,0.4362,40.8,355252,6552,20050,75367,39585,19224,14934,33904,52444,22101,10897,4488,731,"Congressional District 5 (116th Congress), Ohio",39,05,Ohio,OH,95.2,0.5087192651,39.36666667,362051.819502516,359623.9125541126,357212.287065524
303,OH-06,26.7,69.3,694694,347097,43.7,49203,658447,15368,3887,1304,154,1319,0,3186,685070,7343,146556,135169,53183,52853,309572,468,47470,25519,110036,6879,0.4654,42.2,296325,10523,22722,43035,33798,17629,10420,24455,53655,20265,10095,2881,656,"Congressional District 6 (116th Congress), Ohio",39,06,Ohio,OH,92.8,0.5087192651,39.36666667,319939.086006559,320064.3466024331,320189.6562395703
304,OH-07,32.8,62.5,734091,374474,40.4,45734,677610,28285,4713,1645,145,4398,54,7717,717168,14004,171364,147750,58038,66952,360091,416,57055,28784,89145,9808,0.4309,40.7,348283,5715,24338,65805,38348,19204,16709,27884,53330,22927,11183,5117,728,"Congressional District 7 (116th Congress), Ohio",39,07,Ohio,OH,90.7,0.5087192651,39.36666667,333865.845209606,328937.973398681,324082.8371518556
305,OH-08,30.6,65.1,731637,372154,39.6,46216,640979,44808,16544,1248,477,3023,1483,14110,695501,30470,169607,140340,47879,78396,364066,724,56963,30133,82564,11785,0.4381,40.5,350488,3675,19108,70716,39686,17976,18620,30720,46770,27848,12188,4206,790,"Congressional District 8 (116th Congress), Ohio",39,08,Ohio,OH,94.2,0.5087192651,39.36666667,341542.815533981,342784.580952381,344030.8611234978
306,OH-09,58.7,36.5,716235,362407,37.9,35826,533397,112356,10655,3161,1174,45176,2081,29168,667145,31899,157188,104569,57509,72986,367551,700,45073,25938,139226,9028,0.4771,38.3,343545,1021,16914,51457,39977,19845,17065,25321,52880,35034,11435,6877,744,"Congressional District 9 (116th Congress), Ohio",39,09,Ohio,OH,91.7,0.5087192651,39.36666667,321453.989214176,301655.0904054685,283075.6395028072
307,OH-10,44,51.3,725301,372941,38.9,56353,553451,121710,17383,1847,1088,3402,283,11216,684881,32962,158492,122076,44772,85403,354170,56,54026,29917,111946,13653,0.4688,38.4,341777,1895,17772,43142,40116,15362,17813,30490,54172,26523,20224,7573,796,"Congressional District 10 (116th Congress), Ohio",39,10,Ohio,OH,93.7,0.5087192651,39.36666667,358591.606896123,348181.4324534162,338073.47292551346
308,OH-11,80.5,17,678001,363492,39.5,31375,269493,355642,17489,1791,691,16029,820,6588,632260,36516,139072,80740,62272,76213,327376,654,38747,24400,162003,15003,0.5623,38.5,302954,1270,12095,35194,28588,14416,23784,24462,60478,23309,11918,4516,761,"Congressional District 11 (116th Congress), Ohio",39,11,Ohio,OH,93.8,0.5087192651,39.36666667,361124.113778043,323300.5062361984,289438.4876132228
309,OH-12,41.9,53.2,789634,396423,38.7,45654,683722,36840,36877,1594,668,5028,420,9831,736679,47701,182237,160854,33282,145074,407765,562,76690,35578,68460,30585,0.4553,40.2,395819,3177,19604,38681,46733,18305,43691,40152,51394,26158,14995,7233,955,"Congressional District 12 (116th Congress), Ohio",39,12,Ohio,OH,94.7,0.5087192651,39.36666667,381461.674595917,387278.6905175725,393184.411744338
310,OH-13,51.1,44.6,707603,364810,40.8,44449,580914,82532,15332,977,1081,14415,38,7102,675034,23805,137956,114835,47232,72866,358327,248,47346,26147,117941,5899,0.4465,39.2,339182,1180,19682,50600,42159,17994,15713,30411,58205,31063,11962,4167,720,"Congressional District 13 (116th Congress), Ohio",39,13,Ohio,OH,94.3,0.5087192651,39.36666667,337775.930135505,319877.2358356232,302926.99057860876
311,OH-14,42.1,53.6,720551,366841,43.9,39128,649331,35441,16156,569,179,5615,11,13882,675120,40022,153656,153970,39287,116227,376222,572,71751,34617,50533,23381,0.4610,43.1,361562,2628,21505,69331,36634,12708,27064,32222,52089,21249,10928,4979,903,"Congressional District 14 (116th Congress), Ohio",39,14,Ohio,OH,93.9,0.5087192651,39.36666667,377832.777783492,369273.6653261185,360908.4439506351
312,OH-15,39.9,55.3,759569,376995,38.9,44859,679312,36182,19593,1063,624,3993,619,8297,722296,31697,161291,146094,44732,104650,374729,644,63144,31597,87595,13919,0.4493,39.1,366636,3495,22822,36080,39267,21688,26805,43161,55985,26535,19118,6609,919,"Congressional District 15 (116th Congress), Ohio",39,15,Ohio,OH,94.7,0.5087192651,39.36666667,347923.186676036,355390.2864612575,363017.64454870694
313,OH-16,39.5,56.2,719864,364768,43.1,44107,662093,21642,15917,1071,937,5395,12,5887,673794,40313,154806,154768,28252,113913,373644,918,68706,34669,49575,18261,0.4254,42.0,364402,3839,20837,57136,39786,15798,25187,28246,55981,25947,14028,5998,873,"Congressional District 16 (116th Congress), Ohio",39,16,Ohio,OH,94.6,0.5087192651,39.36666667,374208.68469018,368837.275922363,363542.9686044358
314,OK-01,32.7,61.4,803029,411173,36.5,47966,578684,70321,24819,48932,1840,4771,466,73599,731544,62795,201183,147261,52379,108977,401751,214,56454,30437,107581,18387,0.4723,39.1,385272,8600,24154,49136,40764,24415,25363,31758,48365,28749,12861,7916,853,"Congressional District 1 (116th Congress), Oklahoma",40,01,Oklahoma,OK,86.7,0.4252453404,39.36666667,287282.0,311506.0,337772.5998705105
315,OK-02,22.8,72.9,747632,376834,39.8,53417,494182,24525,4307,133425,198,1884,367,33022,728614,15183,174075,140728,73389,59150,312828,1131,42692,22656,138118,7254,0.4738,39.6,298117,12845,22699,37979,32403,18256,13616,28171,42998,18590,18462,2471,667,"Congressional District 2 (116th Congress), Oklahoma",40,02,Oklahoma,OK,82.1,0.4252453404,39.36666667,252162.0,271844.0,293062.23910026095
316,OK-03,20.9,73.6,778026,386014,37.0,47458,617671,30541,10533,44811,604,1916,28,70220,734705,37294,185870,144769,59358,80065,362851,209,53419,26371,108552,9461,0.4467,38.7,352955,29691,23462,31893,46176,21154,16639,34247,41763,24562,20521,4882,755,"Congressional District 3 (116th Congress), Oklahoma",40,03,Oklahoma,OK,87.1,0.4252453404,39.36666667,269736.0,293417.0,319177.03194605093
317,OK-04,28.3,65.7,791927,398067,36.1,67112,591941,52439,18498,43374,322,6245,639,57097,740066,37850,184354,148797,48683,81084,373267,272,56342,28683,100662,10292,0.4317,37.8,361732,16149,24377,29313,42168,16684,19316,35530,46875,24637,33296,4468,840,"Congressional District 4 (116th Congress), Oklahoma",40,04,Oklahoma,OK,87.7,0.4252453404,39.36666667,262386.181088082,295463.9438366156,332711.6609017638
318,OK-05,39.8,53.2,822465,420915,35.0,50560,563428,109854,26537,36641,463,3406,45,112782,730120,83760,210838,134735,67451,105294,407192,553,51422,28374,142036,17596,0.5008,37.9,393362,13026,27896,26312,46915,16925,24996,30598,56669,36611,24023,5591,861,"Congressional District 5 (116th Congress), Oklahoma",40,05,Oklahoma,OK,85.1,0.4252453404,39.36666667,263305.818911918,280761.0561633844,299373.44713353453
319,OR-01,57.3,34.5,858910,433788,38.1,48604,682996,18791,69904,5374,1397,3302,250,100448,718055,130337,189765,170114,47576,155146,460325,712,78111,36690,79570,31667,0.4487,39.4,444282,8987,28111,70624,47626,19311,28562,31599,57636,28426,14620,8302,1328,"Congressional District 1 (116th Congress), Oregon",41,01,Oregon,OR,93.4,0.6151022978,39.36666667,350978.571402571,382672.9763700527,417229.4800184552
320,OR-02,36.4,56.5,831343,415928,42.4,66800,752017,5956,10435,15829,1261,1611,62,99934,767674,55866,178272,165523,66170,96340,385646,734,56358,27417,114605,14342,0.4544,40.7,363779,20529,26312,31233,45898,17437,14356,27526,58388,33463,19876,5096,921,"Congressional District 2 (116th Congress), Oregon",41,02,Oregon,OR,92.3,0.6151022978,39.36666667,345883.0,381561.0,420919.2030860146
321,OR-03,70.7,22.5,841456,423315,37.9,38153,665732,42053,66538,7899,3289,2719,549,71078,713631,116498,161436,143037,53566,155498,478955,536,71602,35334,94188,28139,0.4497,38.6,465336,4347,29216,46721,49921,25175,27199,38881,64432,39017,15907,8415,1276,"Congressional District 3 (116th Congress), Oregon",41,03,Oregon,OR,93.2,0.6151022978,39.36666667,372035.964391653,399203.5572194671,428355.03916204674
322,OR-04,46.1,46,814998,411662,41.2,71292,708868,5543,21313,10607,754,2361,247,51163,758613,47058,151489,153744,53721,95433,380395,827,52501,25832,132629,12167,0.4457,38.4,360508,13523,21272,37867,43793,13545,14863,41271,53903,27983,16846,5130,973,"Congressional District 4 (116th Congress), Oregon",41,04,Oregon,OR,92.7,0.6151022978,39.36666667,364440.0,392006.0,421657.07396553614
323,OR-05,48.3,44.1,844006,426077,39.5,54283,705370,9703,22490,9342,1031,3057,7,127628,752060,82651,191626,161119,58892,118773,412380,809,65506,30858,95578,22994,0.4600,40.0,395116,16198,30669,42640,42207,16951,22112,29574,57183,28862,23852,5088,1119,"Congressional District 5 (116th Congress), Oregon",41,05,Oregon,OR,93.0,0.6151022978,39.36666667,342657.464205776,373298.4664104801,406679.4381596528
324,PA-01,49.1,47.1,713685,362412,43.8,36317,610837,28311,45393,551,1219,18939,851,9570,627529,77240,144658,155271,30255,127012,397603,303,88168,39139,39969,37997,0.4483,43.4,384101,1551,25703,45669,44900,15790,29079,32537,58395,20334,11852,7109,1257,"Congressional District 1 (116th Congress), Pennsylvania",42,01,Pennsylvania,PA,95.7,0.516789264,39.36666667,297369.0,315605.0,334959.3132606291
325,PA-02,72.9,24.9,727380,378151,35.3,31271,333199,196199,57767,2602,2133,121198,32835,6017,539672,132993,178025,80121,89697,70686,330203,335,42568,23487,185411,6963,0.4884,37.4,307071,803,19981,24990,31863,23328,15475,23143,60954,17797,16870,6502,966,"Congressional District 2 (116th Congress), Pennsylvania",42,02,Pennsylvania,PA,90.7,0.516789264,39.36666667,374459.0,369756.0,365112.06710480986
326,PA-03,90.9,7,736340,392309,33.7,27182,242730,407657,44326,1523,2394,16519,2349,7475,652928,71765,137644,74174,48948,108960,377637,67,49807,28514,162830,20890,0.5471,33.9,353039,390,7376,17646,29830,18228,22834,46329,78793,23092,19647,7410,1106,"Congressional District 3 (116th Congress), Pennsylvania",42,03,Pennsylvania,PA,94.7,0.516789264,39.36666667,307770.5964912281,324210.0,341527.50554582576
327,PA-04,57.8,38.5,727449,372765,41.2,35004,578350,70160,47999,305,718,9451,1075,11356,644401,74809,156688,154850,28281,141027,399485,222,87168,41504,39863,39104,0.4613,41.9,384946,1704,19235,43998,42929,13975,40180,39690,56405,19036,11919,7671,1243,"Congressional District 4 (116th Congress), Pennsylvania",42,04,Pennsylvania,PA,96.6,0.516789264,39.36666667,311373.1482649843,338687.0,368396.8402804618
328,PA-05,62.6,34.4,718076,374819,38.1,30635,460206,182343,49895,1967,2638,12391,3376,7543,614865,93882,159670,120014,41744,103460,363072,432,67326,34035,77464,29190,0.5076,39.7,349004,647,17161,25018,33294,22928,28475,38487,66299,23006,11697,5791,1041,"Congressional District 5 (116th Congress), Pennsylvania",42,05,Pennsylvania,PA,94.5,0.516789264,39.36666667,290085.4035087719,314144.0,340197.9263428048
329,PA-06,52.6,43.3,734876,375107,39.2,34828,600135,48066,32630,508,1660,49737,17775,32461,629118,79489,172997,149400,44807,135370,389313,233,84628,37309,70900,36924,0.4663,41.2,377749,9883,19927,48999,38986,13405,36302,35968,47709,22316,8859,6948,1119,"Congressional District 6 (116th Congress), Pennsylvania",42,06,Pennsylvania,PA,94.5,0.516789264,39.36666667,344797.0,368554.0,393947.89083431696
330,PA-07,48.7,47.6,731168,372276,40.3,37850,592545,52692,23923,2117,2739,73552,29748,12099,623725,75817,153033,137558,51535,91185,370889,281,64859,30680,82827,19056,0.4524,40.1,354127,1824,20731,46904,41990,26254,19410,33002,57718,21478,9808,5181,1069,"Congressional District 7 (116th Congress), Pennsylvania",42,07,Pennsylvania,PA,93.9,0.516789264,39.36666667,365247.0,386339.0,408649.00442987896
331,PA-08,43.7,53.3,696956,353554,43.3,45990,602185,41398,13750,821,1179,33524,25212,12335,628091,54072,140160,123431,46554,78472,340823,1032,55443,27209,93022,9963,0.4440,41.5,328201,2198,18020,39771,43616,22098,17928,25904,50673,25895,17430,5435,815,"Congressional District 8 (116th Congress), Pennsylvania",42,08,Pennsylvania,PA,94.9,0.516789264,39.36666667,360589.0,387025.0,415399.11263238755
332,PA-09,31,65,702489,350791,44.2,49085,643082,19626,8666,644,426,28109,8191,6349,664934,21640,138177,141885,53178,69076,353298,920,57572,29850,68041,9191,0.4382,42.5,340566,5580,24101,56499,41113,21669,12437,29101,57430,17642,12479,4391,785,"Congressional District 9 (116th Congress), Pennsylvania",42,09,Pennsylvania,PA,94.6,0.516789264,39.36666667,281320.5057243799,305937.0,332707.5206551096
