,CD_ID,Democrat,Republican,P_Democrat,P_Republican,Pop,Females,Median_Age,Veterans,White_People,Afr_Am_People,Asian,American_Ind_Alk_Ntv,Cuban_Origin,Puerto_Rican_Origin,Dominican_Origin,Mexican_Origin,Native_US,Foreign_Born,Children,Married_Households,Less_Highschool,Bachelor_Holders,Labor_Force_Eligible,Unemployed,Median_Household_Income,Median_Income,Below_Poverty_Level_LTM,Wealthy_Households,Gini_Index,Median_Age_Of_Worker,Workers,Working_Agricult,Working_Construction,Working_Manufacturing,Working_Retail,Working_Transportation,Working_Finance,Working_Education,Working_Health,Working_Food,Working_Public_Admin,Working_Information,Median_Gross_Rent,District_Name,State_Id,CD,State_Full,State,Health_insurance_coverage,Turn_Out,Approval_Rate_Predecessor,Vote_2012,Vote_2016,Vote_2020,Ticket_CD_Demo
0,AK-AL,41.2,55.3,38.1,59.7,722718,349802,33.9,72407,482698,23143,37971,102293,1195,6009,2803,22300,656034,51603,188223,127277,37621,77153,377710,33367,67825,30234,73905,10651,0.4099,39.5,344343,17986,26934,11367,39385,23699,13756,34199,48163,22973,42229,6054,1049,"Congressional District (at Large) (112th Congress), Alaska",02,AL,Alaska,AK,79.9,0.529,49.05835157,297625.0,309407.0,321655.41083242337,122621.5
1,AL-01,37.4,61.8,38.5,60.9,693871,359855,38.6,60234,469202,195366,9227,7115,376,3238,0,9580,668746,21492,167610,126773,69476,64308,321306,36396,43144,23254,126778,5588,0.4623,40.9,284910,4287,21591,31112,40290,15519,15615,23265,41955,22290,11515,3893,755,"Congressional District 1 (112th Congress), Alabama",01,01,Alabama,AL,84.2,0.433,49.05835157,298837.066990987,303477.8817709956,308190.76646535326,111765.06305462914
2,AL-02,36.4,62.9,35,64.5,675534,347811,37.7,68750,433488,215736,5064,2849,262,2046,217,13471,652245,16292,160198,119050,82330,58075,310183,37370,40419,21170,135867,4262,0.4587,40.0,272813,5465,15896,31470,35065,17336,11124,23667,34396,17877,28220,2681,662,"Congressional District 2 (112th Congress), Alabama",01,02,Alabama,AL,85.6,0.433,49.05835157,289863.723675039,285663.5278349748,281524.19385396363,105510.3954177142
3,AL-03,36.8,62.3,36.6,62.6,683940,351660,36.9,56380,440065,220342,9253,1270,666,2137,0,11750,656872,19442,158004,120507,88222,55126,313770,40644,37885,19326,144305,4534,0.4660,39.5,273126,3824,15712,46422,31928,10220,11670,29150,34888,21199,20112,4267,663,"Congressional District 3 (112th Congress), Alabama",01,03,Alabama,AL,85.2,0.433,49.05835157,280127.856653036,288775.5709679925,297690.2453909746,103087.05124831725
4,AL-04,24,74.8,25.5,73.3,663272,339525,40.9,52913,598410,36302,2552,2731,627,776,311,31511,633455,26227,154906,138876,106112,36112,291316,33822,36842,20033,125404,4359,0.4644,42.0,257494,8049,16545,52235,30006,13758,9937,19927,34855,15786,11205,3831,558,"Congressional District 4 (112th Congress), Alabama",01,04,Alabama,AL,84.7,0.433,49.05835157,274505.264147322,290725.8764333476,307904.9703854747,65881.26339535728
5,AL-05,34.9,63.9,36.3,62.6,724822,369354,39.4,61224,548779,132512,9512,7204,395,2820,434,23212,688743,27141,165542,141891,70040,80818,354898,35333,45419,23140,108765,8835,0.4675,41.3,319565,4133,20305,50045,40824,13752,12692,27629,32687,22955,20095,6861,647,"Congressional District 5 (112th Congress), Alabama",01,05,Alabama,AL,86.1,0.433,49.05835157,297262.915973428,309937.1691436347,323151.80823078786,103744.75767472637
6,AL-06,24.7,74.3,25,74.1,756153,386214,38.2,58417,618563,99060,13927,2366,1126,1539,97,23646,715362,35071,176798,162139,60283,109104,383422,33906,56151,27764,80393,13680,0.4623,40.5,349516,4426,24229,32469,37081,15553,33915,33400,48748,16294,15503,9065,855,"Congressional District 6 (112th Congress), Alabama",01,06,Alabama,AL,89.1,0.433,49.05835157,314342.796260745,329849.0067125406,346120.12275605183,77642.670676404
7,AL-07,72.4,27.1,71.5,28.1,605148,323908,34.6,37835,209603,381777,4724,873,206,394,41,12742,585812,17008,141330,80574,75283,39945,265546,41875,30358,16759,170971,2201,0.4888,38.3,223671,4352,12269,23697,24745,12982,12445,23838,37174,20113,12027,3304,665,"Congressional District 7 (112th Congress), Alabama",01,07,Alabama,AL,84.7,0.433,49.05835157,315244.376299443,293230.9671365144,272754.7469590419,228236.92844079676
8,AR-01,36.3,61,39.2,58,689463,349304,38.7,60391,553463,115828,3581,2158,102,373,15,15951,675925,10433,167321,129531,84909,47133,299405,34469,34977,19160,145229,2884,0.4594,40.3,264936,16151,15897,39061,33703,15720,10394,24216,38679,14546,13011,2867,586,"Congressional District 1 (112th Congress), Arkansas",05,01,Arkansas,AR,82.7,0.379,49.05835157,253459.950915971,260717.1749188954,268182.19230313424,92005.96218249747
9,AR-02,42.9,54.7,44.3,53.8,761152,389020,36.5,60715,557714,162731,9698,2537,331,1990,229,30917,725514,30196,181151,140357,65183,86422,377559,33387,44884,24204,120562,6476,0.4603,39.0,344172,6482,20775,27087,47624,20760,23311,31027,56282,20553,21514,11114,712,"Congressional District 2 (112th Congress), Arkansas",05,02,Arkansas,AR,84.5,0.379,49.05835157,292515.0,306974.0,322147.7075568774,125488.935
10,AR-03,31.6,65.5,33.9,63.7,835605,419573,35.7,63608,721911,23280,18741,9768,275,2424,0,75231,756044,73177,210945,167157,88335,80227,397171,29750,40502,21606,152618,7406,0.4699,39.6,367421,9165,23419,56442,56438,22609,16257,35925,46354,27678,11242,5203,643,"Congressional District 3 (112th Congress), Arkansas",05,03,Arkansas,AR,82.8,0.379,49.05835157,257668.0,292163.0,331275.977494295,81423.088
11,AR-04,35.9,61.8,37.4,59.9,651759,332232,40.2,54076,463160,161525,2322,2309,355,805,81,27989,633981,15003,151769,119063,77114,41121,289100,29874,34152,18352,137467,3492,0.4708,41.2,259226,13135,15608,42571,34814,12480,10936,27836,33446,17141,13681,2401,582,"Congressional District 4 (112th Congress), Arkansas",05,04,Arkansas,AR,81.5,0.379,49.05835157,265825.049084029,270780.8250811045,275828.99160276685,95431.19262116641
12,AZ-01,47.9,50.4,47.8,51,782847,380717,39.8,73325,554034,11525,7121,149103,685,2685,18,140404,722867,53596,181710,130397,77734,66454,320398,43598,40264,19950,176463,4018,0.4540,41.4,276800,13569,20035,14845,32953,14107,12797,27381,42058,34216,20233,4332,762,"Congressional District 1 (112th Congress), Arizona",04,01,Arizona,AZ,82.4,0.416,49.05835157,260056.0,284973.0,312277.39690297475,124566.82400000001
13,AZ-02,48.4,49.9,48.9,49.8,977812,498079,40.7,104839,836588,35257,22551,21033,1938,3673,127,175129,872181,93373,229959,195977,68580,101424,440273,47788,50121,26490,135287,7462,0.4097,41.4,392485,4693,21912,26363,53461,24157,33340,35797,48797,26447,31240,8235,936,"Congressional District 2 (112th Congress), Arizona",04,02,Arizona,AZ,86.9,0.416,49.05835157,299691.0,315839.0,332857.08920521475,145050.44400000002
14,AZ-03,61.4,36.9,58.2,40.7,744992,379282,36.8,47156,634457,25376,29234,11263,739,2596,0,126039,630688,105915,191044,133591,52636,114705,399271,37696,55061,30094,113513,16570,0.4746,41.1,361575,1237,24712,21267,43895,15717,44090,26704,44777,25829,10950,7101,878,"Congressional District 3 (112th Congress), Arizona",04,03,Arizona,AZ,83.5,0.416,49.05835157,177248.0,208934.0,246284.39449810435,108830.272
15,AZ-04,31,67.2,34.4,64.2,706413,339278,28.8,28234,494054,61293,16835,17357,908,2908,139,439835,508130,192395,213948,79892,134315,37029,321402,44186,31573,20403,229318,2033,0.4639,36.6,277216,1569,31022,26251,31307,15744,21070,18539,26529,24865,11316,3972,736,"Congressional District 4 (112th Congress), Arizona",04,04,Arizona,AZ,69.6,0.416,49.05835157,258046.0,298483.0,345256.6646605644,79994.26
16,AZ-05,34.6,63.8,36.3,62.6,670825,340670,36.5,50587,555543,29496,32840,16595,1066,3077,286,90537,580876,82130,135806,115158,27598,116369,369542,29842,56621,30639,90432,16296,0.4711,39.1,339700,3163,13911,30209,40673,14890,38046,34305,37595,28267,10411,7504,916,"Congressional District 5 (112th Congress), Arizona",04,05,Arizona,AZ,85.3,0.416,49.05835157,293748.0,332093.0,375443.443526424,101636.808
17,AZ-06,38.8,59.5,41.2,57.7,976065,495662,35.3,76618,820528,36529,30600,15295,1429,2861,1345,188326,866775,96741,276451,185068,61007,125763,460800,44223,54646,29427,128095,11203,0.4286,39.5,416577,4395,24583,40173,47646,21843,40276,37219,52854,30938,20907,7542,992,"Congressional District 6 (112th Congress), Arizona",04,06,Arizona,AZ,85.9,0.416,49.05835157,313417.0,338331.0,365225.4522281816,121605.796
18,AZ-07,71.7,26.5,64.7,34.1,848389,424211,31.9,60732,606217,36789,14615,51218,1288,4430,107,453905,665859,170778,234830,126371,134591,49841,360489,54939,35657,19334,225719,3320,0.4526,37.5,305550,13459,23136,17509,32648,14780,14990,25962,38627,24287,27450,5253,722,"Congressional District 7 (112th Congress), Arizona",04,07,Arizona,AZ,78.5,0.416,49.05835157,140907.0,164399.0,191807.5837325328,101030.319
19,AZ-08,36.9,61.7,38.4,60.6,775162,396092,41.8,92117,639606,29675,23501,7948,1799,5187,735,158256,684618,76739,160276,143896,45636,107961,353033,34945,50311,26214,104674,11111,0.4569,40.9,318088,3484,15770,23862,39153,12823,18720,31744,48717,26291,28379,4783,825,"Congressional District 8 (112th Congress), Arizona",04,08,Arizona,AZ,88.4,0.416,49.05835157,291126.0,327325.0,368025.0325460454,107425.494
20,CA-01,40.3,56.6,42,53,706481,352900,37.4,49238,544284,11986,43963,22089,2809,3333,173,146696,583492,111513,150388,118428,69659,86225,351062,42453,47776,23339,134985,11796,0.4821,40.1,308609,15542,19422,23592,30933,13272,14893,35688,43801,23642,20035,4748,1025,"Congressional District 1 (112th Congress), California",06,01,California,CA,84.1,0.459,49.05835157,303928.0,313968.0,324339.6627622332,122482.98399999998
21,CA-02,69,27,71,25,706272,357620,38.3,62658,575471,11758,29083,12467,651,2909,544,117801,626969,72049,165539,127217,68861,62123,315920,49393,41912,20871,136056,5854,0.4492,40.6,266527,15576,17055,14143,37110,12781,13201,22389,42769,16486,18131,3878,829,"Congressional District 2 (112th Congress), California",06,02,California,CA,82.0,0.459,49.05835157,333442.0,344971.0,356898.6235717156,230074.98
22,CA-03,54.3,43.1,55,42,794092,403094,39.0,65939,561630,49472,74033,5625,744,9019,1768,99205,659062,124001,187622,147159,51303,101600,391358,53407,61599,29259,92112,12941,0.4266,41.7,337951,4207,20749,18773,40427,14099,24548,30808,50887,22257,37449,6675,1090,"Congressional District 3 (112th Congress), California",06,03,California,CA,88.0,0.459,49.05835157,241687.0,262086.0,284206.72769325617,131236.041
23,CA-04,39.5,57.9,43,54,782874,391163,42.2,75740,664869,10487,38764,8924,1233,3428,0,76788,704347,68946,172537,161738,45332,113942,368980,47664,59663,27785,85888,15735,0.4495,43.2,321316,3952,23614,20639,39074,12228,23922,25594,41226,25203,26191,7097,1048,"Congressional District 4 (112th Congress), California",06,04,California,CA,88.2,0.459,49.05835157,337634.0,353388.0,369877.0815261496,133365.43
24,CA-05,69.7,27.5,70,26,714409,361973,32.8,42728,361859,94920,132477,9191,321,5596,625,168863,536783,169450,185171,93952,85255,72516,347727,57519,43644,22250,166932,5250,0.4525,37.6,290208,2322,16520,15768,31312,12468,16568,19827,41732,20577,34320,7534,930,"Congressional District 5 (112th Congress), California",06,05,California,CA,83.6,0.459,49.05835157,286658.0,305052.0,324626.28883198794,199800.62600000002
25,CA-06,69.1,28.3,68,29,670074,338536,41.6,45133,534184,14748,31875,6300,2029,3195,109,111367,546713,114449,144051,120094,49349,116227,353017,34769,64681,31342,77161,23714,0.4939,43.2,318248,6576,17370,24393,38761,8937,27302,25860,46255,19928,12727,8434,1282,"Congressional District 6 (112th Congress), California",06,06,California,CA,87.2,0.459,49.05835157,225831.0,243910.0,263436.3222941049,156049.221
26,CA-07,50.8,46.8,51,46,665450,336708,37.0,42587,358480,96471,100712,4538,1116,5830,153,139126,489612,164143,156926,104254,71553,84096,340452,46186,58729,28897,105479,10724,0.4378,40.9,294266,2272,20006,19846,32703,16205,21728,23211,47063,18776,18772,5496,1162,"Congressional District 7 (112th Congress), California",06,07,California,CA,84.3,0.459,49.05835157,285997.0,304118.0,323387.16113805387,145286.476
27,CA-08,41.7,55.6,42,55,679309,330070,38.0,23228,341888,45454,217851,2791,1566,3756,100,58113,411643,255926,90029,87738,78107,168923,412802,30724,67669,32599,97589,34898,0.5231,37.3,382078,603,13755,22163,42299,14331,31769,25742,41971,38751,10797,16514,1366,"Congressional District 8 (112th Congress), California",06,08,California,CA,88.1,0.459,49.05835157,212633.0,232835.0,254956.36719135786,88667.96100000001
28,CA-09,57.8,40.1,56,41,653676,340794,36.4,26152,319163,133075,122378,3427,757,3042,89,104700,476389,166394,130966,94902,70747,106496,344857,37317,56415,29327,118420,22026,0.5201,39.1,307540,1144,14556,19536,28719,14075,17764,43371,43549,19893,11941,10769,1120,"Congressional District 9 (112th Congress), California",06,09,California,CA,85.8,0.459,49.05835157,220312.0,238191.0,257520.93613148626,127340.336
29,CA-10,50.6,47,50,47,725592,371586,38.6,45987,480798,57598,97196,3725,560,8617,0,108427,572403,142478,177688,145189,41089,117186,370837,38595,81130,35116,74140,28688,0.4576,42.2,332242,3012,24813,23845,35493,16470,25871,24908,47580,19579,19339,9275,1322,"Congressional District 10 (112th Congress), California",06,10,California,CA,90.3,0.459,49.05835157,215113.0,239680.0,267052.676500258,108847.17800000001
30,CA-11,67.6,30,69,28,796102,397425,36.4,43220,544581,34898,120523,6304,426,4763,66,168976,626189,157727,219110,152207,64426,109161,391776,52403,71364,31737,83959,25832,0.4577,42.1,339373,7241,18354,37656,37191,19067,26458,28688,40642,19181,18598,8576,1248,"Congressional District 11 (112th Congress), California",06,11,California,CA,88.2,0.459,49.05835157,301134.0,312568.0,324436.1467785106,203566.58399999997
31,CA-12,84.1,12.5,84,13,654689,335129,40.3,27809,342182,14473,219772,960,1286,3327,156,69185,416282,226070,128709,121782,47963,134929,366636,30684,83121,37030,47110,33342,0.4624,41.3,335952,1212,17150,23961,32263,18007,26116,25918,50788,25360,15066,8880,1623,"Congressional District 12 (112th Congress), California",06,12,California,CA,90.1,0.459,49.05835157,320387.0,358774.0,401760.31822764344,269445.467
32,CA-13,87.5,9,87,10,678312,343544,36.8,27066,253858,49824,243966,2701,727,6594,532,145535,406569,262489,160837,120064,65172,106352,357997,38439,69788,31670,67549,16359,0.4213,41.4,319558,1165,16687,51565,32719,21820,19482,20077,41012,25056,9743,7851,1352,"Congressional District 13 (112th Congress), California",06,13,California,CA,87.6,0.459,49.05835157,306314.0,334194.0,364611.5738621153,268024.75
33,CA-14,74.2,23.6,73,24,665921,332029,38.0,29713,442677,16282,144515,2393,1349,2286,412,109121,451818,205569,152085,134719,43284,127528,354009,31118,96364,42178,54841,50437,0.5019,41.1,322891,3629,16253,49502,25942,6838,17682,32073,33281,16419,6791,14054,1529,"Congressional District 14 (112th Congress), California",06,14,California,CA,89.9,0.459,49.05835157,269882.0,297743.0,328480.20264041325,200252.44400000002
34,CA-15,68,29.8,67,30,696695,349428,36.8,24263,336336,16947,257223,4320,1243,2511,747,120527,419892,268070,168908,132148,49341,126542,365528,34948,85612,37171,68800,31944,0.4419,40.6,330580,1167,16932,70437,33412,9682,14445,23233,35788,23445,8411,10808,1471,"Congressional District 15 (112th Congress), California",06,15,California,CA,88.7,0.459,49.05835157,260611.0,284536.0,310657.39855953894,177215.48
35,CA-16,58.6,39.4,57,40,675185,334036,35.4,23527,333830,22485,194585,5527,1159,2835,149,241496,413438,253716,163344,109396,87641,96741,357691,39922,72602,27650,86073,20440,0.4588,39.5,317769,2139,21322,58195,36744,11119,16392,21944,34396,18824,7825,6589,1370,"Congressional District 16 (112th Congress), California",06,16,California,CA,85.8,0.459,49.05835157,151953.0,169964.0,190109.8451231631,89044.45800000001
36,CA-17,71.9,25.5,69,28,672672,331924,33.3,32290,513631,15705,36828,4122,897,2142,177,323736,478350,185740,170079,104417,112202,68553,322776,37737,55112,22273,107732,9829,0.4619,38.6,285039,37298,17439,17191,32959,7005,11238,27353,32989,24077,14045,4675,1220,"Congressional District 17 (112th Congress), California",06,17,California,CA,80.7,0.459,49.05835157,227806.0,248695.0,271499.4470075415,163792.514
37,CA-18,68.2,28.9,70,27,740984,367420,30.3,30480,481920,46826,68784,7679,756,3533,0,374896,536626,196736,227685,105449,143968,31063,324754,64505,38553,17842,204409,3166,0.4414,38.5,260249,21904,14800,28036,35760,16412,8220,17221,30764,19672,11640,3666,867,"Congressional District 18 (112th Congress), California",06,18,California,CA,79.1,0.459,49.05835157,319615.0,335138.0,351414.91808582196,217977.43
38,CA-19,71.2,26.5,68,29,767195,390340,34.6,49227,580098,23903,45256,9438,881,1539,0,278972,624086,136579,199284,126467,95536,66723,352673,53200,48035,22739,155179,7274,0.4442,39.6,299473,20294,17417,24522,37237,18298,13366,28607,43237,23482,14544,4920,915,"Congressional District 19 (112th Congress), California",06,19,California,CA,82.3,0.459,49.05835157,232442.0,257624.0,285534.13486375095,165498.704
39,CA-20,70.9,26.2,71,26,742267,343481,28.6,25243,456332,41955,45635,9088,549,4546,1144,484633,511344,224348,232846,88986,182785,25532,301701,54321,34285,15637,230910,2180,0.4486,36.9,247380,61529,12182,18041,24825,10407,5025,14732,27986,18426,15603,1649,761,"Congressional District 20 (112th Congress), California",06,20,California,CA,73.0,0.459,49.05835157,238341.0,256538.0,276124.3153464993,168983.76900000003
40,CA-21,54.6,43.5,52,46,798337,402479,30.6,36769,556259,22910,55012,12327,444,1374,89,400112,619582,172103,248848,127056,122405,57957,362077,55222,45368,20550,179640,6407,0.4500,38.8,306855,41605,15722,23292,33490,14793,14712,30301,39608,16525,20895,3537,816,"Congressional District 21 (112th Congress), California",06,21,California,CA,79.6,0.459,49.05835157,119232.0,133544.0,149573.93934514225,65100.672
41,CA-22,41.6,56.6,42,55,801041,389490,34.6,55158,614476,56057,30377,8528,431,2204,0,235108,693821,101817,207367,135567,80629,64543,362430,47144,52749,24449,137771,9515,0.4525,39.9,315286,23355,20481,22937,36044,15246,15452,28278,43264,23574,27942,4882,954,"Congressional District 22 (112th Congress), California",06,22,California,CA,84.1,0.459,49.05835157,221278.0,240137.0,260603.30791583436,92051.648
42,CA-23,36.1,61.5,36,61,697463,349683,31.8,34922,534518,13227,41889,5427,313,1609,203,327123,509793,181433,163393,103344,100413,74425,363764,37015,56006,22290,115877,11151,0.4659,35.7,326749,31075,15474,25910,36607,10709,15697,32534,40335,30218,13766,5440,1289,"Congressional District 23 (112th Congress), California",06,23,California,CA,78.8,0.459,49.05835157,227297.0,244864.0,263788.6927500143,82054.217
43,CA-24,54.1,43.1,56,41,694489,350100,39.8,47987,537963,12761,44752,5636,474,3538,178,172003,563852,120451,166795,134029,53943,101030,362920,39413,79495,31153,64040,21973,0.4319,42.6,323507,10755,20298,31662,36196,9885,30356,27730,34166,20969,17144,10794,1388,"Congressional District 24 (112th Congress), California",06,24,California,CA,86.2,0.459,49.05835157,292406.0,312160.0,333248.51610432065,158191.646
44,CA-25,47.9,49.7,49,48,854447,416606,31.9,42559,527396,76997,58626,5457,3488,7655,1495,271932,678356,165649,258134,136299,94929,69117,377272,51451,57450,26101,144178,10303,0.4365,40.9,325821,3254,25963,36153,38091,18883,16927,25620,40308,22206,21589,11610,1188,"Congressional District 25 (112th Congress), California",06,25,California,CA,84.1,0.459,49.05835157,252249.0,273218.0,295930.1147834084,120827.271
45,CA-26,54,43.7,56,41,699167,359078,39.2,38089,411069,29294,137079,3801,3970,3834,160,167318,510945,179934,159657,135809,50240,110790,355406,31385,70662,32013,60046,18001,0.4559,43.0,324021,899,18064,31209,36755,18333,26317,36800,43969,17017,14812,6858,1255,"Congressional District 26 (112th Congress), California",06,26,California,CA,87.2,0.459,49.05835157,273647.0,292232.0,312079.2182044751,147769.38
46,CA-27,62.6,35,61,35,703110,353860,36.6,24940,436680,26336,96582,5174,4412,4905,0,191875,428067,266119,154306,109861,85982,101057,372401,38533,59169,24992,94012,10140,0.4380,39.8,333868,1039,20716,28933,36715,10095,29629,26011,46110,23024,8705,18417,1214,"Congressional District 27 (112th Congress), California",06,27,California,CA,77.1,0.459,49.05835157,257970.0,264466.0,271125.5772221576,161489.22
47,CA-28,70.3,26.5,70,26,644752,319191,33.2,14069,437365,27324,43625,2477,1018,2714,36,265985,379394,258480,156925,82879,120845,78065,348259,46945,49515,22408,142004,14129,0.5370,38.1,301314,2760,22168,29438,31809,11475,14949,18890,38217,20781,5689,17168,1187,"Congressional District 28 (112th Congress), California",06,28,California,CA,74.2,0.459,49.05835157,266628.0,289254.0,313800.03794050135,187439.484
48,CA-29,77,20.5,74,23,647037,333643,40.4,24078,382273,27216,179129,2083,3060,3866,113,114724,350859,290541,122998,108894,75077,110946,343304,35391,56689,25441,82747,16692,0.4830,41.2,307913,304,11855,24356,30074,11720,25815,30810,49398,18530,12239,16023,1225,"Congressional District 29 (112th Congress), California",06,29,California,CA,80.9,0.459,49.05835157,167889.0,196196.0,229275.71440654242,129274.53
49,CA-30,65.3,32.1,66,31,685737,354288,39.1,27356,525878,22354,81627,1577,2726,2844,78,48159,491704,183952,111903,109428,23359,169699,395750,36892,76571,40006,73274,46876,0.5712,38.7,358858,1441,8293,20045,27979,6275,37209,38775,38233,18218,7534,34642,1530,"Congressional District 30 (112th Congress), California",06,30,California,CA,88.6,0.459,49.05835157,285226.0,302805.0,321467.4259183945,186252.578
50,CA-31,57.2,40.6,56,41,614639,299750,33.8,9678,230623,25095,90583,2610,2923,1748,94,266195,294415,315329,141101,68016,161447,59193,329420,49676,33594,16296,180320,2849,0.4649,38.3,279744,2059,26693,31711,30049,12004,11176,15208,32037,31803,6405,10924,947,"Congressional District 31 (112th Congress), California",06,31,California,CA,63.7,0.459,49.05835157,206242.0,228825.0,253880.78386070734,117970.424
51,CA-32,65.2,32.5,62,35,634455,324210,34.3,16292,287146,13670,140214,3462,2111,2637,61,360197,368479,261294,160869,86768,127649,51576,312730,47348,50272,20493,110836,3278,0.4238,39.5,265382,2236,15793,33073,28980,16692,14726,22148,29853,20261,12866,3462,1116,"Congressional District 32 (112th Congress), California",06,32,California,CA,74.8,0.459,49.05835157,204169.0,220046.0,237157.6591745074,133118.188
52,CA-33,60.6,36.8,64,33,644532,330314,35.4,18112,225897,155552,84129,3850,1227,2223,493,137994,401557,238562,129882,78220,101606,97399,352480,45152,40930,21424,144157,10856,0.5294,38.7,307328,1731,14335,19667,33357,12672,16246,25928,36365,26268,9775,20310,1110,"Congressional District 33 (112th Congress), California",06,33,California,CA,73.2,0.459,49.05835157,346504.0,353897.0,361447.73684863665,209981.42400000003
53,CA-34,83,14.1,77,19,653918,322984,30.6,9751,385643,32827,37754,3064,4791,4219,517,431381,378049,270290,189379,78575,170938,34756,304978,44087,37022,17352,172499,2592,0.4467,37.7,260891,2217,17192,41144,31673,17402,14664,15657,29059,19604,6207,5450,990,"Congressional District 34 (112th Congress), California",06,34,California,CA,68.6,0.459,49.05835157,153699.0,184601.0,221716.01117118524,127570.17
54,CA-35,67.4,30.6,64,32,657373,343793,31.7,19893,257828,188018,40811,2774,1833,3809,201,250841,445126,207450,189658,74488,124197,46419,301320,36520,37158,19902,182714,4706,0.4892,38.4,264800,1780,16597,29193,30471,20119,10197,20370,30536,24541,10305,8456,1029,"Congressional District 35 (112th Congress), California",06,35,California,CA,73.1,0.459,49.05835157,161732.0,188611.0,219957.147138476,109007.368
55,CA-36,50.7,47.5,50,47,668270,343080,37.2,31007,438824,28370,109248,2001,1269,5692,393,171190,466569,191808,145810,110757,61459,130391,370328,36989,66723,32384,89644,21659,0.4770,39.7,333339,1335,16388,36812,28557,18538,23797,30613,35115,22379,9462,17483,1379,"Congressional District 36 (112th Congress), California",06,36,California,CA,83.5,0.459,49.05835157,212939.0,237370.0,264604.02697486134,107960.073
56,CA-37,84.9,12.7,84,13,664264,343566,31.2,23055,287508,137193,69967,2476,1659,4030,261,283896,462417,194569,184504,73565,117418,54702,320241,50728,45625,20360,153331,4700,0.4564,37.7,269513,1135,13567,30541,31735,21718,13173,21157,40579,20850,9804,6407,1031,"Congressional District 37 (112th Congress), California",06,37,California,CA,77.3,0.459,49.05835157,261858.0,276134.0,291188.3003612645,222317.44200000004
57,CA-38,64.9,33,61,35,646263,324969,33.0,18153,371329,22618,76021,3951,1061,1940,71,417330,400562,240734,170104,86249,125345,47085,301050,35359,51560,21228,99961,3651,0.4086,38.8,265691,1040,18835,36519,31423,18309,12610,23108,33559,19539,8818,4124,1134,"Congressional District 38 (112th Congress), California",06,38,California,CA,75.6,0.459,49.05835157,229875.0,248224.0,268037.6473126699,149188.87500000003
58,CA-39,47.1,50.8,47,49,645865,330780,32.5,17571,282781,33564,69000,4388,1350,3314,236,376937,420598,220681,178058,90443,125678,45129,310863,37749,54143,21854,110145,3480,0.4070,38.7,273114,1851,15725,42436,35550,22453,11111,20384,31808,17529,10150,3729,1160,"Congressional District 39 (112th Congress), California",06,39,California,CA,75.6,0.459,49.05835157,263530.0,272471.0,281715.34869274846,124122.63
59,CA-40,81.5,16.5,77,19,694328,350954,35.7,28279,409612,19487,143806,2198,1451,2302,194,221640,463555,224142,169648,116555,75458,95716,352816,35646,68396,26493,91652,14481,0.4367,40.3,317170,1762,18786,40305,38189,13129,20366,25892,37079,22251,12294,5875,1361,"Congressional District 40 (112th Congress), California",06,40,California,CA,81.6,0.459,49.05835157,141918.0,164714.0,191171.67516453163,115663.17
60,CA-41,61.5,36.3,59,38,787838,399962,35.6,61302,555248,56025,38536,10699,930,3016,187,239156,668027,111146,206140,134223,80128,60584,338223,53102,48063,24261,139673,8093,0.4492,40.6,285121,2262,20096,17569,35482,18170,13640,33960,46562,19375,21810,3767,981,"Congressional District 41 (112th Congress), California",06,41,California,CA,82.6,0.459,49.05835157,185429.0,206961.0,230993.2940424637,114038.835
61,CA-42,41.4,56.5,43,54,672041,333363,38.3,32579,427132,15803,135148,3231,2993,2172,170,171171,496452,169017,159014,132206,41308,118406,354053,33197,85934,35531,50124,21494,0.4242,42.5,320856,1652,15252,36590,37795,13567,28622,27383,37371,19432,15718,7779,1490,"Congressional District 42 (112th Congress), California",06,42,California,CA,87.1,0.459,49.05835157,232520.0,268305.0,309597.33797092724,96263.28
62,CA-43,78,20,75,22,759934,388172,28.1,21728,443291,68543,29337,4901,1821,6078,124,484435,539502,215767,241045,95450,143804,30093,355929,74197,43983,19505,181147,2522,0.4165,37.2,281732,1987,19216,34235,38881,24008,14581,18684,34402,25162,13082,3792,987,"Congressional District 43 (112th Congress), California",06,43,California,CA,71.9,0.459,49.05835157,222219.0,234060.0,246531.95091328825,173330.82
63,CA-44,84.7,13.6,81,16,868555,432857,32.8,39576,585459,48073,79637,6974,4617,5257,0,340214,657569,201737,238025,147118,96956,88903,429606,58429,67909,26793,121548,19165,0.4512,40.0,371177,3141,27254,45285,45837,20266,22616,33292,41234,22951,19767,6041,1212,"Congressional District 44 (112th Congress), California",06,44,California,CA,81.9,0.459,49.05835157,183586.0,197802.0,213118.81736080092,155497.342
64,CA-45,43,54.8,46,51,936555,466361,36.1,68766,640128,67323,44061,9230,902,5746,118,377863,723337,204338,251867,155742,121657,81611,415047,65829,50001,23275,159303,11786,0.4591,39.9,349218,10466,24597,22686,47819,16032,16576,25021,45591,33299,20432,7479,1059,"Congressional District 45 (112th Congress), California",06,45,California,CA,79.7,0.459,49.05835157,309399.0,325967.0,343422.1994544262,133041.57
