,CD_ID,Democrat,Republican,P_Democrat,P_Republican,Pop,Females,Median_Age,Veterans,White_People,Afr_Am_People,Asian,American_Ind_Alk_Ntv,Cuban_Origin,Puerto_Rican_Origin,Dominican_Origin,Mexican_Origin,Native_US,Foreign_Born,Children,Married_Households,Less_Highschool,Bachelor_Holders,Labor_Force_Eligible,Unemployed,Median_Household_Income,Median_Income,Below_Poverty_Level_LTM,Wealthy_Households,Gini_Index,Median_Age_Of_Worker,Workers,Working_Agricult,Working_Construction,Working_Manufacturing,Working_Retail,Working_Transportation,Working_Finance,Working_Education,Working_Health,Working_Food,Working_Public_Admin,Working_Information,Median_Gross_Rent,District_Name,State_Id,CD,State_Full,State,Health_insurance_coverage,Turn_Out,Approval_Rate_Predecessor,Vote_2012,Vote_2016,Vote_2020,Ticket_CD_Demo
265,NV-03,49.5,48.7,53.5,44.6,1060651,536410,36.4,77192,743926,91087,115610,5205,10254,9538,946,181490,830899,211666,247061,171252,94622,119912,558632,69234,52958,28512,139997,15038,0.4439,39.7,489398,2215,25818,15429,60789,22960,32147,29823,37123,93824,17234,9492,1039,"Congressional District 3 (112th Congress), Nevada",32,03,Nevada,NV,80.8,0.414,49.05835157,283655.733997825,325602.3116769627,373751.8853406816,140409.5883289234
266,NY-01,49.6,49.1,51,48,708867,357070,40.4,44578,621236,32742,24597,1919,4237,25842,5925,13221,618203,84906,161819,144893,37289,85817,360990,23886,82840,35748,49552,19191,0.4135,42.6,337104,1229,29616,21042,37701,15868,22110,40350,46978,18773,19881,9944,1478,"Congressional District 1 (112th Congress), New York",36,01,New York,NY,90.8,0.363,49.05835157,295673.0,336437.0,382821.0724990107,146653.80800000002
267,NY-02,51.6,47.2,51,48,680232,346627,39.6,33271,493572,73081,29511,845,1548,38749,24145,4829,550719,117805,164179,128414,55110,90157,355710,27194,88354,34269,40534,24784,0.4247,42.9,328516,644,19572,32548,39554,18174,26815,37102,47095,14190,14797,8481,1461,"Congressional District 2 (112th Congress), New York",36,02,New York,NY,89.7,0.363,49.05835157,272663.0,313286.0,359961.2627895974,140694.108
268,NY-03,50.8,48.2,54,46,646527,334109,43.0,37865,550732,22853,37550,864,2745,15051,9105,3595,548658,89574,136766,134996,36663,97342,347159,25370,90373,39755,25641,29213,0.4329,44.4,321789,294,22003,16163,34900,18161,29769,39027,44459,14208,16747,9535,1435,"Congressional District 3 (112th Congress), New York",36,03,New York,NY,92.8,0.363,49.05835157,306221.0,345275.0,389309.7652512401,155560.26799999998
269,NY-04,56.3,42.8,55,44,668106,345071,38.9,26219,401739,132187,45740,1922,5541,17670,17080,4772,486330,171860,158147,118187,53607,94410,347113,28179,85598,33965,62773,22602,0.4376,42.7,318934,382,18346,13640,33516,17636,31708,35405,59145,17992,15033,9350,1375,"Congressional District 4 (112th Congress), New York",36,04,New York,NY,89.0,0.363,49.05835157,308119.0,336811.0,368174.79519601195,173470.997
270,NY-05,90.6,9.1,86,14,671449,340946,39.5,18614,334849,28701,219440,3346,4117,12861,26192,41353,322362,341453,142002,118108,89288,106953,335353,25719,61638,26213,94783,19526,0.5096,41.3,309634,93,21052,13378,37584,18190,26492,22454,46585,35533,8873,6053,1363,"Congressional District 5 (112th Congress), New York",36,05,New York,NY,80.6,0.363,49.05835157,212347.0,246961.0,287217.3165667516,192386.38199999998
271,NY-06,67.8,31,63,36,675765,356786,36.2,19417,117148,341063,97695,1954,2337,36254,23136,8283,360032,299232,158499,85756,91492,66035,346984,42702,55355,25458,101135,5947,0.4312,40.8,304282,118,18940,11482,35567,31726,23553,21294,68241,17181,16141,4771,1173,"Congressional District 6 (112th Congress), New York",36,06,New York,NY,84.1,0.363,49.05835157,185058.0,207285.0,232181.64697013906,125469.32400000001
272,NY-07,88.4,10.3,84,15,655324,338961,37.4,18495,242052,116116,106146,1876,5467,112106,47919,36319,352184,264671,137626,81879,107711,71228,331578,36216,45524,24438,120897,4777,0.4593,40.1,295362,229,19524,11681,34413,20723,23374,24255,49281,32315,13145,6654,1161,"Congressional District 7 (112th Congress), New York",36,07,New York,NY,82.5,0.363,49.05835157,180591.0,204473.0,231513.24113051037,159642.44400000002
273,NY-08,89.3,10.1,86,14,717316,361164,35.7,17293,535608,28246,99471,2027,4749,24990,12118,20313,468937,231838,131097,112758,64715,157552,394522,29837,69692,36756,120350,53085,0.5929,36.8,364685,414,10972,13448,30547,11384,63584,32316,40079,19875,9462,21821,1487,"Congressional District 8 (112th Congress), New York",36,08,New York,NY,90.4,0.363,49.05835157,235295.0,254930.0,276203.51006183727,210118.435
274,NY-09,85.3,13.8,84,15,658221,345227,40.1,17012,424213,35269,128363,1051,2903,34213,18962,12970,368657,276228,136907,121160,62034,105911,327736,32525,55983,30094,91744,11885,0.4630,41.8,295211,246,16364,11347,31262,20668,31575,31590,52443,18382,11606,8595,1235,"Congressional District 9 (112th Congress), New York",36,09,New York,NY,89.2,0.363,49.05835157,239547.0,253789.0,268877.74224264966,204333.591
275,NY-10,73.6,25,76,23,686869,372241,32.9,17185,170788,423013,22504,1645,1458,56421,27309,9287,458184,206734,179624,71900,85158,62680,318401,46290,38369,24004,194677,6387,0.5048,39.1,272111,312,10685,8457,24835,22224,19922,26378,64590,15777,14054,9181,1034,"Congressional District 10 (112th Congress), New York",36,10,New York,NY,87.7,0.363,49.05835157,235821.0,261945.0,290962.98898316943,173564.25599999996
276,NY-11,51.6,47.3,48,51,653752,354769,34.4,11241,194313,354619,35420,725,1536,37119,13459,14785,382840,252503,152287,75087,77020,88187,340037,43592,45305,26637,132188,12539,0.5148,39.0,296445,103,10992,8882,25532,17952,26037,30157,71681,13290,12575,12784,1122,"Congressional District 11 (112th Congress), New York",36,11,New York,NY,86.3,0.363,49.05835157,213991.0,248457.0,288474.1921342486,110419.356
277,NY-12,76.9,21.5,80,19,674825,348000,33.4,9691,330585,70417,117807,5513,2053,106670,64960,51527,369970,265226,140746,80789,144132,88740,354550,35225,41729,22200,177874,9585,0.5163,35.9,319325,434,19763,20500,34459,15380,22846,21902,35375,42065,8050,16649,1142,"Congressional District 12 (112th Congress), New York",36,12,New York,NY,79.6,0.363,49.05835157,267692.0,306910.0,351873.6013777027,205855.14800000002
278,NY-13,94.6,4.6,93,6,698405,359450,38.6,26640,502510,56364,103154,484,1669,55958,6003,21535,486868,195195,156448,131891,76890,88003,335598,29614,64572,31595,87098,13940,0.4451,41.6,305984,270,22486,12137,28498,21025,31336,31362,49450,18528,22010,6893,1151,"Congressional District 13 (112th Congress), New York",36,13,New York,NY,91.3,0.363,49.05835157,231787.0,252393.0,274830.8854638094,219270.50199999998
279,NY-14,80.7,18.3,76,23,634597,335787,36.7,20117,475999,29206,79386,1434,4043,20896,13191,20323,432543,182891,79905,91092,41576,177170,396818,29543,78432,47741,78899,58876,0.5775,35.0,367275,233,8301,13825,27593,7037,62175,31277,39229,23335,10115,26818,1666,"Congressional District 14 (112th Congress), New York",36,14,New York,NY,88.6,0.363,49.05835157,169552.0,194923.0,224090.40252547892,136828.464
280,NY-15,96.7,3,95,5,662062,348884,34.7,14566,209900,206276,38289,1527,3836,65687,147260,32191,409777,225530,122626,55608,108666,85391,335720,45474,36899,20278,169930,11725,0.5516,37.1,290246,234,5903,12648,27210,12405,26321,38240,44410,31042,8989,11665,1004,"Congressional District 15 (112th Congress), New York",36,15,New York,NY,83.2,0.363,49.05835157,177129.0,191383.0,206784.05393244472,171283.74300000002
281,NY-16,73.7,25.5,73,26,700474,371433,29.7,11933,115366,235096,10580,4886,3097,158534,190768,47208,381830,256223,203449,48572,162042,29366,304920,57916,23504,13485,279273,323,0.4698,37.0,247004,2404,11631,10093,35602,15816,14245,12988,59596,24983,6299,4035,923,"Congressional District 16 (112th Congress), New York",36,16,New York,NY,81.3,0.363,49.05835157,267814.0,283114.0,299288.0767846341,197378.918
282,NY-17,57.1,41.8,58,41,679509,357812,35.8,19758,284458,222606,36635,2303,3724,60675,45000,17916,446252,206947,174911,96430,70992,77671,340476,41186,54251,28041,118524,11096,0.4738,40.6,299290,850,16352,14258,30801,17140,23264,33871,68313,17151,11996,8344,1158,"Congressional District 17 (112th Congress), New York",36,17,New York,NY,87.9,0.363,49.05835157,294401.0,318220.0,343966.1156042269,168102.97100000002
283,NY-18,51.4,47.1,52,47,682571,349492,39.8,24910,482544,74619,43634,1369,2917,32688,24788,35670,496986,169911,161592,131819,61194,113551,347898,27106,86017,37095,56992,45132,0.5343,43.0,320792,410,18919,14135,32928,12638,35671,38774,48369,15073,12233,10096,1342,"Congressional District 18 (112th Congress), New York",36,18,New York,NY,89.5,0.363,49.05835157,290894.0,310473.960280146,331371.83995557716,149519.516
284,NY-19,52.1,45.9,53,45,709399,358731,40.6,40801,581477,41770,24233,707,3035,30769,8476,15285,607195,91394,173043,142250,45785,95686,361002,34504,78112,33783,58876,25402,0.4500,43.6,326498,1489,23034,21610,42013,13324,22254,39653,47214,16930,17774,9692,1185,"Congressional District 19 (112th Congress), New York",36,19,New York,NY,90.7,0.363,49.05835157,303112.0,319452.039719854,336672.93172548496,157921.352
285,NY-20,59.2,38.8,58,40,673344,333407,43.7,52637,626272,17352,9389,731,1844,6726,2374,7408,635704,32449,137661,140900,44784,82703,353922,30536,57603,28880,65462,9721,0.4279,44.0,323386,5381,23539,30978,37223,14195,19749,37313,50633,20599,20007,6123,854,"Congressional District 20 (112th Congress), New York",36,20,New York,NY,92.0,0.363,49.05835157,315032.0,325081.0,335450.54648734094,186498.94400000002
286,NY-21,52.2,46.1,52,47,681413,349093,38.9,48312,557842,64701,23494,1853,1298,24469,2308,4165,625531,45967,141875,111983,44324,76015,361641,30447,53408,27866,96580,7388,0.4340,40.4,331194,1782,18198,20748,37925,14321,18581,39030,56254,21712,38790,6813,824,"Congressional District 21 (112th Congress), New York",36,21,New York,NY,92.5,0.363,49.05835157,265850.0,279438.0,293720.50345683657,138773.7
287,NY-22,48.8,49.2,49,49,675843,342535,38.4,45210,531614,62712,25221,2233,1080,34043,3182,19587,591381,71785,139678,111374,57658,68607,340552,34513,49828,23606,112131,7440,0.4673,40.5,306039,3589,16970,23944,39074,16790,14160,45814,50460,21360,16935,6102,890,"Congressional District 22 (112th Congress), New York",36,22,New York,NY,88.6,0.363,49.05835157,277217.0,289954.0,303276.2136376918,135281.896
288,NY-23,48.4,49.6,50,49,664625,326298,38.8,55378,614883,17850,4976,6707,619,7432,1617,4362,632512,23631,143401,122186,56123,47639,306358,28146,46484,23764,104984,3922,0.4176,41.0,278212,6693,19718,27908,34308,11236,9792,36796,45459,19717,19415,4550,740,"Congressional District 23 (112th Congress), New York",36,23,New York,NY,91.0,0.363,49.05835157,276891.0,290016.6519807182,303764.50814979547,134015.244
289,NY-24,57,41.1,56,42,661421,332668,41.3,53054,601703,26702,9415,2038,516,13305,2835,2634,625728,28238,139308,121628,54498,60808,330868,27103,46726,24164,100946,4806,0.4355,42.4,303765,6504,16572,36974,33654,11102,17414,42790,49787,19561,17580,4075,665,"Congressional District 24 (112th Congress), New York",36,24,New York,NY,91.5,0.363,49.05835157,300621.0,308574.0,316737.39850509446,171353.97
290,NY-25,58.8,39.4,59,40,664715,342766,40.9,43333,566444,56055,17528,3191,1959,14161,1007,4374,612010,45045,151385,124776,49414,80001,331957,23069,55062,28234,88376,7521,0.4339,42.9,308888,3039,17760,30009,37914,14449,19866,42697,48514,16956,12719,6225,755,"Congressional District 25 (112th Congress), New York",36,25,New York,NY,91.8,0.363,49.05835157,319454.0,329443.0,339744.3458181772,187838.952
291,NY-26,63.9,34.3,63,35,671603,345557,41.2,45837,607067,26398,17776,2275,1127,11173,949,3670,627277,38675,147111,131010,42700,77252,339163,22440,54258,26949,68863,8100,0.4359,42.6,316723,5089,18484,37349,39024,11311,18838,39719,49643,19284,14771,4936,721,"Congressional District 26 (112th Congress), New York",36,26,New York,NY,92.8,0.363,49.05835157,302388.0,304440.0,306505.92483828723,193225.932
292,NY-27,42.9,55.3,44,54,634821,322882,41.0,52218,552872,40383,8285,4435,984,30467,894,3959,590469,30665,130813,113935,51101,62212,327458,29357,45670,24425,99134,4921,0.4340,41.3,298101,2788,14436,36330,32439,14887,18429,31134,48752,24794,15153,4785,665,"Congressional District 27 (112th Congress), New York",36,27,New York,NY,91.7,0.363,49.05835157,326828.0,346771.3480192818,367931.65765206737,140209.212
293,OH-01,46.3,52.4,47.2,51.8,603510,311016,36.6,40916,396351,181167,6849,706,124,945,371,8385,574462,26203,140029,91612,55266,64003,314807,42968,40309,22822,125241,3720,0.4714,40.4,271839,801,14066,30617,31073,13755,19971,22439,46256,22390,8418,4271,647,"Congressional District 1 (112th Congress), Ohio",39,01,Ohio,OH,86.0,0.462,49.05835157,363593.0,361297.0,359015.4986729668,168343.55899999998
294,OH-02,43.7,54.7,44.3,54.2,673992,344658,38.7,46269,615134,29565,15777,329,379,699,253,7566,644930,25915,170696,135161,51839,94843,342746,29669,55269,28264,81180,15173,0.4705,41.9,313077,1781,18097,44036,35050,12214,25742,26560,44577,20680,9488,5547,742,"Congressional District 2 (112th Congress), Ohio",39,02,Ohio,OH,89.3,0.462,49.05835157,355116.971703896,354868.3015968052,354619.80562057014,155186.11663460257
295,OH-03,69.7,28.9,67.4,31.3,643432,332618,39.9,55105,503739,108327,12520,1646,1116,2558,780,7920,614957,23842,147867,121715,49268,68671,314944,34419,45217,24352,100237,6744,0.4571,41.2,280525,1035,14800,37976,33268,13201,15734,24240,46973,18080,15357,7211,701,"Congressional District 3 (112th Congress), Ohio",39,03,Ohio,OH,88.2,0.462,49.05835157,312938.0,314154.9713391556,315376.67530662846,218117.78600000002
296,OH-04,42,56,43.7,54.4,631042,313259,39.7,49839,577608,33582,3635,1325,251,1526,181,9386,619422,8847,148771,124160,54247,40074,309850,35303,43781,22709,99007,3978,0.4324,41.7,274547,5177,12586,66791,26213,13347,11487,24050,41434,19432,8665,5777,616,"Congressional District 4 (112th Congress), Ohio",39,04,Ohio,OH,88.0,0.462,49.05835157,331390.498273972,324647.7303984139,318042.1569169632,139184.00927506824
297,OH-05,44.1,53.9,46,52.2,623169,316574,39.3,46780,586042,10591,4815,913,351,1772,35,25867,608796,12474,147491,130459,38517,45115,317790,30845,46428,23957,81257,3865,0.4145,41.2,286945,6327,17291,65892,30958,13706,12961,26628,43879,17392,9418,4013,626,"Congressional District 5 (112th Congress), Ohio",39,05,Ohio,OH,90.4,0.462,49.05835157,362051.819502516,359623.9125541126,357212.287065524,159664.85240060958
298,OH-06,42.7,55.2,44.7,53.1,617408,313294,42.0,52667,582402,17011,4201,854,459,2788,0,2141,606406,8264,125962,121263,55563,44273,281605,27911,41339,20991,102344,2980,0.4391,41.9,253694,5554,16393,34934,32982,15329,11386,26743,43154,18129,10484,4528,569,"Congressional District 6 (112th Congress), Ohio",39,06,Ohio,OH,87.9,0.462,49.05835157,319939.086006559,320064.3466024331,320189.6562395703,136613.98972480072
299,OH-07,44.2,53.7,46.9,50.9,687905,346279,38.0,60655,581133,67121,9348,1174,13,1587,45,11860,659876,22559,165708,135335,51861,61636,332278,34126,48501,25144,108598,5443,0.4367,40.5,298152,3559,14979,36628,40947,15771,16964,29309,41805,22339,22271,3970,752,"Congressional District 7 (112th Congress), Ohio",39,07,Ohio,OH,89.4,0.462,49.05835157,333865.845209606,328937.973398681,324082.8371518556,147568.70358264586
300,OH-08,36.4,61.9,38.1,60.3,663607,337568,37.8,52743,589644,42245,13080,1202,333,5118,512,10848,636474,22359,164704,126557,53578,55976,334232,33627,47361,24165,98379,4491,0.4328,41.0,300605,4536,16907,62671,37319,13940,16755,25454,37781,22317,10087,3721,719,"Congressional District 8 (112th Congress), Ohio",39,08,Ohio,OH,88.7,0.462,49.05835157,341542.815533981,342784.580952381,344030.8611234978,124321.5848543691
301,OH-09,67.6,30.9,66.8,31.6,619886,316827,38.9,46044,485121,94052,6445,1494,575,4978,6,25764,599790,17251,141847,104422,48351,53761,307363,38566,41792,21667,119468,4555,0.4575,40.5,268797,1896,12795,39678,29259,16085,13046,25702,47284,22534,8401,3473,665,"Congressional District 9 (112th Congress), Ohio",39,09,Ohio,OH,87.7,0.462,49.05835157,321453.989214176,301655.0904054685,283075.6395028072,217302.896708783
302,OH-10,48.2,50.1,49.3,49.3,596533,308380,40.4,43250,503609,51587,14548,1058,135,30331,1697,7747,535342,48919,132711,100503,51024,74888,309193,31028,44615,24726,92897,4018,0.4413,41.3,278165,1144,14402,34633,31893,12447,20153,20951,44620,23388,11282,4855,698,"Congressional District 10 (112th Congress), Ohio",39,10,Ohio,OH,87.9,0.462,49.05835157,358591.606896123,348181.4324534162,338073.47292551346,172841.1545239313
303,OH-11,82.7,16.5,82,17.2,534223,286950,39.1,34166,188169,317430,12371,811,710,6467,882,2604,499266,29944,119156,66523,55608,51972,255181,42018,32919,20860,134239,5955,0.5414,40.0,213163,387,6498,21097,19295,9266,16853,23012,48286,14380,10210,4201,689,"Congressional District 11 (112th Congress), Ohio",39,11,Ohio,OH,86.8,0.462,49.05835157,361124.113778043,323300.5062361984,289438.4876132228,298649.6420944416
304,OH-12,43.9,54.4,44.8,53.7,758257,391318,36.5,49761,539696,158683,27248,1520,88,5507,221,17063,691528,59129,196023,138173,41875,126236,405156,32299,57436,30720,103591,16809,0.4769,40.9,372857,1197,13760,29660,46238,17533,42935,32116,56672,23655,19317,10727,777,"Congressional District 12 (112th Congress), Ohio",39,12,Ohio,OH,89.8,0.462,49.05835157,381461.674595917,387278.6905175725,393184.411744338,167461.67514760754
305,OH-13,62.9,35.4,62.3,35.8,645037,333720,40.8,48644,532258,74064,11751,1914,98,20221,255,6764,606647,29157,149029,119545,44516,75214,334534,36886,48800,25994,99261,8035,0.4593,42.6,297648,734,16289,48021,33507,15150,20871,23231,46336,23485,10821,4401,731,"Congressional District 13 (112th Congress), Ohio",39,13,Ohio,OH,88.3,0.462,49.05835157,337775.930135505,319877.2358356232,302926.99057860876,212461.06005523264
306,OH-14,47.6,50.9,49.1,49.4,643128,327941,42.5,49822,597406,23270,10430,494,392,5509,207,7981,606083,31483,148344,135987,39491,84322,340143,26530,56132,27650,63585,12349,0.4580,43.7,313613,2550,17144,58619,34895,12214,23033,26169,47000,18035,9686,4361,744,"Congressional District 14 (112th Congress), Ohio",39,14,Ohio,OH,89.8,0.462,49.05835157,377832.777783492,369273.6653261185,360908.4439506351,179848.4022249422
307,OH-15,46.3,51.9,46.1,52.2,695016,349979,33.3,40826,563852,70606,26913,1323,694,4091,2410,19405,634956,54841,153979,112914,49900,98354,376352,30863,49406,26547,115643,8762,0.4587,36.2,345489,1989,15578,30191,40068,16601,29374,37681,45513,28883,15108,9455,791,"Congressional District 15 (112th Congress), Ohio",39,15,Ohio,OH,87.0,0.462,49.05835157,347923.186676036,355390.2864612575,363017.64454870694,161088.43543100465
308,OH-16,45.2,53.4,47.2,51.3,646259,329282,40.8,50451,595504,30383,4836,935,555,3026,40,3482,631340,11958,151972,132132,46424,67594,330429,32905,45927,23567,94187,6002,0.4459,42.5,297524,4274,17041,57422,35005,13081,16013,26708,46432,19564,6920,4637,659,"Congressional District 16 (112th Congress), Ohio",39,16,Ohio,OH,87.6,0.462,49.05835157,374208.68469018,368837.275922363,363542.9686044358,169142.32547996138
309,OK-01,34.2,65.8,35.8,64.2,767958,393682,36.1,60392,562554,69421,16822,44871,394,3221,63,63614,708276,53039,196064,146149,54290,102674,390068,26415,47305,25701,113526,10104,0.4759,39.6,363653,7485,22415,43775,40551,21247,23987,30045,50261,24428,9571,9259,717,"Congressional District 1 (112th Congress), Oklahoma",40,01,Oklahoma,OK,82.3,0.391,49.05835157,287282.0,311506.0,337772.5998705105,98250.444
310,OK-02,32.2,67.8,34.3,65.7,734292,369347,39.0,65568,495536,25495,2806,98883,279,1845,98,26607,719196,12013,179801,142834,81292,51479,315899,33014,37268,19485,148139,3399,0.4484,40.7,282885,15160,21059,37693,32827,16009,11332,27900,40667,14283,17921,3122,575,"Congressional District 2 (112th Congress), Oklahoma",40,02,Oklahoma,OK,77.8,0.391,49.05835157,252162.0,271844.0,293062.23910026095,81196.164
311,OK-03,26.1,73.9,27.1,72.9,728797,361175,37.3,59517,587496,27672,8672,39439,251,1765,0,52982,692813,30114,174094,143949,70765,67855,347729,26616,42458,22220,113487,4172,0.4374,39.9,321113,29426,23106,29347,37142,17604,16724,33067,36561,19214,23180,3782,614,"Congressional District 3 (112th Congress), Oklahoma",40,03,Oklahoma,OK,82.7,0.391,49.05835157,269736.0,293417.0,319177.03194605093,70401.096
312,OK-04,32.9,67.1,33.9,66.1,796956,399729,35.3,75114,616676,48826,16545,41714,181,4774,215,51214,748054,36726,191428,152717,59576,82967,387536,22552,47310,24553,108721,6301,0.4284,38.1,364984,14819,22938,29795,47066,18705,19801,37511,48193,24957,33939,5728,717,"Congressional District 4 (112th Congress), Oklahoma",40,04,Oklahoma,OK,84.4,0.391,49.05835157,262386.181088082,295463.9438366156,332711.6609017638,86325.05357797898
313,OK-05,40.8,59.2,40.8,59.2,763505,389732,34.3,59133,529832,103978,20668,35826,1197,2840,0,95636,680371,76965,194246,129505,72183,91244,377457,28333,42046,22399,149425,10556,0.4957,38.5,349124,13184,31082,23744,43365,13858,21427,27338,45778,26067,26659,7350,721,"Congressional District 5 (112th Congress), Oklahoma",40,05,Oklahoma,OK,79.1,0.391,49.05835157,263305.818911918,280761.0561633844,299373.44713353453,107428.77411606252
314,OR-01,57.3,40,59.6,37.7,814663,411212,36.7,53858,651070,13365,54624,9346,839,2583,296,90823,697099,109804,191509,157483,49795,128935,440601,42776,58923,28620,111337,15635,0.4641,40.1,397825,7234,17388,67783,45301,14271,29819,34604,47422,27452,13552,6566,903,"Congressional District 1 (112th Congress), Oregon",41,01,Oregon,OR,86.1,0.539,49.05835157,350978.571402571,382672.9763700527,417229.4800184552,201110.72141367316
315,OR-02,40.5,56.8,43.3,53.8,774335,390335,41.0,79838,699896,4707,9230,15115,1301,1612,1380,88409,721297,45552,174463,156873,62915,79658,369191,53493,40716,21243,133945,5323,0.4421,41.6,315698,21723,16533,30767,39462,13843,13106,26116,46094,25580,17670,7466,778,"Congressional District 2 (112th Congress), Oregon",41,02,Oregon,OR,82.2,0.539,49.05835157,345883.0,381561.0,420919.2030860146,140082.615
316,OR-03,72,24.7,72.9,24.3,771352,391324,36.1,46221,608219,41128,52205,6705,1392,1898,0,76707,649596,113466,171063,129489,64278,108528,416890,45080,46762,24791,145969,7550,0.4539,39.1,371810,3418,18671,37687,43528,20042,22453,30032,55672,36962,11319,7855,880,"Congressional District 3 (112th Congress), Oregon",41,03,Oregon,OR,83.3,0.539,49.05835157,372035.964391653,399203.5572194671,428355.03916204674,267865.89436199015
317,OR-04,51.7,45,54.2,42.7,743851,375946,41.5,73129,672261,4387,14750,12704,375,1190,62,41742,701107,36795,147697,144040,48086,75027,344527,45418,40342,20443,154017,4279,0.4411,40.9,299109,13541,15714,26808,41885,14691,11442,32852,41734,24401,14375,4957,773,"Congressional District 4 (112th Congress), Oregon",41,04,Oregon,OR,84.2,0.539,49.05835157,364440.0,392006.0,421657.07396553614,188415.48
318,OR-05,50.5,47.1,53,44.2,767658,388926,38.9,66148,647911,6480,22100,8156,293,2554,0,99845,687149,71996,177288,146338,56591,94169,371762,45868,50599,24959,117015,10610,0.4578,41.3,325894,13404,18944,30308,42118,12256,21176,31978,44105,18361,23462,5311,830,"Congressional District 5 (112th Congress), Oregon",41,05,Oregon,OR,85.6,0.539,49.05835157,342657.464205776,373298.4664104801,406679.4381596528,173042.01942391685
319,PA-01,50.2,48.6,53.9,45,659102,348501,32.5,30017,208804,312255,42738,1866,1642,93729,10536,7011,536566,84216,163867,56580,100510,47834,300239,53936,31992,18139,208415,3484,0.5053,36.8,246303,537,11296,15800,25479,12271,12943,21071,54660,22748,13606,4402,842,"Congressional District 1 (112th Congress), Pennsylvania",42,01,Pennsylvania,PA,83.2,0.424,49.05835157,297369.0,315605.0,334959.3132606291,149279.238
320,PA-02,77.4,21.8,73.1,26.1,633492,342084,32.4,29313,219244,349433,36720,919,1101,17002,2933,5188,561726,62164,126221,59170,59600,69495,297798,45936,34321,21285,174173,8455,0.5259,34.1,251862,698,6267,12928,24771,12404,16560,36773,51395,15770,13664,5795,856,"Congressional District 2 (112th Congress), Pennsylvania",42,02,Pennsylvania,PA,87.6,0.424,49.05835157,374459.0,369756.0,365112.06710480986,289831.266
321,PA-03,91.7,7.6,91.8,7.8,634900,321526,41.1,54929,586689,27688,5325,1228,104,6639,381,5161,614419,15523,135412,124185,44481,60042,316572,28705,42710,21761,88819,4123,0.4315,41.3,287867,4942,15382,47607,35977,13211,12310,25605,51622,20786,9800,4216,605,"Congressional District 3 (112th Congress), Pennsylvania",42,03,Pennsylvania,PA,89.7,0.424,49.05835157,307770.5964912281,324210.0,341527.50554582576,282225.6369824562
322,PA-04,56.1,42.8,59.5,39.6,655674,338874,43.7,53989,611490,22222,10121,496,482,1493,280,2965,633933,18964,141400,141377,32866,98174,339704,22088,58053,28611,56759,15237,0.4632,44.3,317616,2842,17036,36587,36160,19922,21805,26421,53242,19440,10285,6377,713,"Congressional District 4 (112th Congress), Pennsylvania",42,04,Pennsylvania,PA,92.9,0.424,49.05835157,311373.1482649843,338687.0,368396.8402804618,174680.3361766562
323,PA-05,63.4,35.7,62.8,36.3,650083,322377,40.5,55095,616394,12146,11135,1865,348,4714,520,2768,627982,18632,123348,129287,49477,52412,314887,24428,42270,21009,97766,4172,0.4422,40.6,290459,8674,17377,45642,34189,16028,9576,38660,40787,21868,12752,4335,651,"Congressional District 5 (112th Congress), Pennsylvania",42,05,Pennsylvania,PA,90.0,0.424,49.05835157,290085.4035087719,314144.0,340197.9263428048,183914.1458245614
324,PA-06,51,47.8,55.7,43.4,748191,383810,39.1,48967,623863,61192,30577,843,2688,25889,6256,13559,676550,59194,180048,150155,43407,118971,397830,34058,68343,32501,67416,24055,0.4620,42.1,363772,3242,21089,49155,40273,15234,31718,36600,51002,17333,9123,7328,1013,"Congressional District 6 (112th Congress), Pennsylvania",42,06,Pennsylvania,PA,92.1,0.424,49.05835157,344797.0,368554.0,393947.89083431696,175846.47
325,PA-07,52.9,45.9,56.6,42.1,682525,352676,39.8,39622,556754,69848,39928,633,347,5833,127,3545,616683,60277,154989,133765,29181,111250,362917,26874,69522,34900,44076,24241,0.4576,42.2,336043,1278,16470,31454,35673,14544,30400,41239,52312,16654,10309,8796,1049,"Congressional District 7 (112th Congress), Pennsylvania",42,07,Pennsylvania,PA,93.3,0.424,49.05835157,365247.0,386339.0,408649.00442987896,193215.663
326,PA-08,55.3,43.4,56.7,42.3,682536,348168,42.2,45228,606173,29254,27652,665,1497,15515,1028,6560,616554,58354,154573,143061,33790,101107,373187,29284,70994,33646,43861,18535,0.4294,44.0,343903,1834,22134,40147,41017,13650,28493,31627,48540,18932,12806,7985,1117,"Congressional District 8 (112th Congress), Pennsylvania",42,08,Pennsylvania,PA,93.3,0.424,49.05835157,360589.0,387025.0,415399.11263238755,199405.717
327,PA-09,41.2,57.2,45.6,53,671061,336119,42.0,58574,640841,14974,4367,1180,374,4588,148,5352,655053,12104,144869,142725,63051,49290,323411,27331,44861,22904,87574,3427,0.4108,42.2,296080,10596,20486,41141,40773,17990,10539,24197,48643,18348,16033,3817,647,"Congressional District 9 (112th Congress), Pennsylvania",42,09,Pennsylvania,PA,86.9,0.424,49.05835157,281320.5057243799,305937.0,332707.5206551096,115904.04835844453
