,Pop,Females,Median_Age,Veterans,White_People,Afr_Am_People,Asian,American_Ind_Alk_Ntv,Cuban_Origin,Puerto_Rican_Origin,Dominican_Origin,Mexican_Origin,Native_US,Foreign_Born,Children,Married_Households,Less_Highschool,Bachelor_Holders,Labor_Force_Eligible,Unemployed,Median_Household_Income,Median_Income,Below_Poverty_Level_LTM,Wealthy_Households,Gini_Index,Median_Age_Of_Worker,Workers,Working_Agricult,Working_Construction,Working_Manufacturing,Working_Retail,Working_Transportation,Working_Finance,Working_Education,Working_Health,Working_Food,Working_Public_Admin,Working_Information,Median_Gross_Rent,District_Name,State_Id,CD,State_Full,State,CD_ID
267,651416,322240,33.8,254386,373016,86651,46962,2381,30433,84296,48190,23593,353424,260189,144559,89163,115870,79277,15863,0,49140,26035,102707,11199,0.491,36.4,40017,66175,71812,59055,70507,65616,57199,67227,21837,37427,35083,45722,4.1,"Congressional District 13, New Jersey (111th Congress)",34,13,New Jersey,NJ,NJ-13
268,666987,338904,35.4,243311,462995,19163,14398,29823,2173,3120,235,147429,586300,72599,162280,117464,65043,73933,18278,50,45397,24908,102230,7222,0.456,38.9,37519,53996,48842,53868,75045,63789,39867,43534,17862,31631,30258,41290,5.4,"Congressional District 1, New Mexico (111th Congress)",35,01,New Mexico,NM,NM-01
269,640438,321757,35.1,229346,494268,12378,5179,36966,392,1530,139,249873,561191,72532,169315,115758,90339,46070,21572,73,37093,18434,133691,3129,0.448,38.9,30887,44288,40367,43944,64395,46513,37293,39773,16157,26125,25551,41584,5.3,"Congressional District 2, New Mexico (111th Congress)",35,02,New Mexico,NM,NM-02
270,657435,332745,36.1,235041,423923,11791,7197,116309,733,2036,221,95840,609000,42068,172426,113392,69763,62743,20691,50,46140,22807,111244,6289,0.46,40.6,36539,51289,46377,50185,73614,73077,43178,39934,18432,29897,28931,41471,5.4,"Congressional District 3, New Mexico (111th Congress)",35,03,New Mexico,NM,NM-03
271,793116,386099,32.7,288522,544866,101907,42405,6019,6875,7132,932,231057,586461,193877,224749,124842,112300,56802,20661,63,49700,26816,107938,6801,0.437,38.0,35000,55662,49387,53731,63320,57479,43199,68229,27125,32896,32572,45105,5.1,"Congressional District 1, Nevada (111th Congress)",32,01,Nevada,NV,NV-01
272,803826,392791,37.5,305618,659826,20662,29716,18214,1997,3480,250,127754,690947,104015,199279,152222,78584,75871,22727,107,54445,27691,92244,9584,0.437,40.6,40578,56631,51280,56066,63270,53825,44271,58836,23671,34828,33392,45864,5.4,"Congressional District 2, Nevada (111th Congress)",32,02,Nevada,NV,NV-02
273,948821,470983,35.9,355575,704657,67524,85159,6268,8308,7729,1120,144515,754466,178723,234532,173151,79693,104976,24328,52,61495,31874,78334,15149,0.423,39.4,42664,59028,52618,55867,70088,66259,46132,74243,30309,37251,35378,44379,5.5,"Congressional District 3, Nevada (111th Congress)",32,03,Nevada,NV,NV-03
274,716034,362137,39.2,264054,630263,30411,23678,1671,1801,21509,3910,8510,633740,74577,174178,142439,45839,82709,21395,0,82297,35494,41538,20227,0.422,41.7,54347,70670,65131,67668,77717,71602,54645,93564,26490,43996,39867,67293,6.3,"Congressional District 1, New York (111th Congress)",36,01,New York,NY,NY-01
275,682569,344970,38.9,247318,532867,75173,29723,1577,1740,29975,12597,3858,555273,115439,175300,128796,53183,86088,19844,0,89883,34625,31809,22630,0.414,42.2,53113,74679,67032,70277,70182,77404,54359,87641,27820,44801,39635,65898,6.7,"Congressional District 2, New York (111th Congress)",36,02,New York,NY,NY-02
276,663854,342265,41.9,243592,592363,17490,27831,1044,2548,14854,3733,3808,579266,78059,151990,139025,37694,95675,18022,0,91382,37491,27222,25455,0.431,43.4,60592,77709,76602,72274,80192,70411,59833,90435,27504,47553,42623,67264,6.6,"Congressional District 3, New York (111th Congress)",36,03,New York,NY,NY-03
277,662361,339860,38.7,238876,423859,130194,43066,1337,3231,14335,17127,4870,493553,161814,162726,119622,58068,90228,19870,8,85175,34103,37177,20169,0.426,41.9,52777,72628,69927,69745,71305,64461,58083,74359,23883,45179,42663,62651,6.5,"Congressional District 4, New York (111th Congress)",36,04,New York,NY,NY-04
278,668870,337043,39.9,258117,368456,31942,197230,2246,3883,15876,28404,25575,345465,314711,140388,122039,89103,102771,15704,0,63732,28463,67714,20102,0.501,41.3,44473,69759,65488,68438,75258,60102,52659,69504,22441,40800,39624,55075,4.8,"Congressional District 5, New York (111th Congress)",36,05,New York,NY,NY-05
279,668309,353112,36.0,230744,117072,355159,89747,3721,2255,31587,19147,7494,366813,289465,165654,87375,94542,64598,19123,7,56828,26788,78490,5053,0.411,40.3,39311,54016,52800,53396,61635,54716,44898,58352,26641,36570,37309,45299,5.1,"Congressional District 6, New York (111th Congress)",36,06,New York,NY,NY-06
280,682515,356033,37.0,246875,275235,120809,104335,2193,5220,111759,42161,30871,376491,268960,155637,92540,111812,71151,16870,9,46435,25734,108064,4345,0.433,39.7,38203,54276,54360,53139,64987,56107,46935,64585,22374,37269,38790,48226,4.1,"Congressional District 7, New York (111th Congress)",36,07,New York,NY,NY-07
281,708166,360188,36.9,281434,534673,35118,96163,1813,3056,28667,6300,14140,466095,223402,129362,107098,68702,151841,14223,0,65926,37138,115814,50290,0.598,37.8,65814,88512,98033,77733,87950,79319,67872,62500,22340,53185,41020,56388,3.3,"Congressional District 8, New York (111th Congress)",36,08,New York,NY,NY-08
282,681419,355920,40.2,251496,468695,32333,119289,2292,2641,35427,15552,7734,391355,275231,146590,126795,68410,109768,15181,8,57024,30434,73954,10463,0.446,41.7,47848,64739,62338,64384,70760,60591,53065,67548,25993,40622,40065,56778,4.5,"Congressional District 9, New York (111th Congress)",36,09,New York,NY,NY-09
283,683645,371365,32.1,214025,162728,424318,21474,1804,1960,59069,21048,8315,462227,197561,193179,70822,91018,61842,21817,0,39599,24326,172037,5563,0.496,38.9,39188,53843,54679,52671,57741,67031,59494,50895,24787,36146,36122,45024,4.3,"Congressional District 10, New York (111th Congress)",36,10,New York,NY,NY-10
284,659152,357020,34.2,221011,197706,376419,29458,1355,1607,27807,11315,14328,388342,256143,160738,74863,76050,83693,16688,0,46082,27073,126698,11466,0.512,39.0,40400,60052,60685,57102,68203,58590,57447,48673,24967,36780,36292,50279,4.0,"Congressional District 11, New York (111th Congress)",36,11,New York,NY,NY-11
285,683048,343132,33.2,259919,329999,67436,117759,2461,2780,121844,62342,52261,363695,272062,156079,81823,148377,78301,17234,18,40818,21498,166034,7236,0.508,36.0,35179,55153,55337,54372,62383,64393,51258,61290,21098,35722,35663,49173,4.0,"Congressional District 12, New York (111th Congress)",36,12,New York,NY,NY-12
286,703464,361750,38.5,260027,522885,50158,85830,1030,2835,45417,5541,20051,507027,183334,158794,134293,76072,82339,17984,6,63611,31474,75516,13012,0.442,40.7,50473,64818,62357,62563,72973,68005,46870,78325,24796,43203,42848,52254,5.4,"Congressional District 13, New York (111th Congress)",36,13,New York,NY,NY-13
287,662711,351149,37.7,264709,512314,27468,77455,1387,3545,24010,8216,15123,456653,191028,91099,102015,46982,187661,8067,0,79385,50753,64305,57501,0.562,36.8,70962,84722,90238,75368,66513,67696,64162,63136,28062,64619,46647,55697,3.3,"Congressional District 14, New York (111th Congress)",36,14,New York,NY,NY-14
288,664346,346821,34.1,246083,211298,212272,22761,3949,7321,71430,146951,28888,420205,212982,139964,55401,122533,82168,18321,0,37279,20764,167490,14102,0.581,36.5,41217,61610,64906,58886,67478,58243,58270,48993,23877,36405,36773,54495,3.7,"Congressional District 15, New York (111th Congress)",36,15,New York,NY,NY-15
289,671440,355548,28.9,204920,96638,222270,13482,2983,3767,174960,157370,45409,373910,228742,218114,48462,155066,27915,24306,0,23073,14354,257917,821,0.484,37.0,27185,40254,42387,39311,54968,44035,35178,49767,20531,28622,31517,32452,3.8,"Congressional District 16, New York (111th Congress)",36,16,New York,NY,NY-16
290,673886,355967,36.0,226220,307975,218765,30705,2354,4043,61484,38286,18676,451070,197675,177052,95507,78056,76388,20269,9,54587,28933,95891,11537,0.467,40.6,44132,61792,58917,60546,65918,70294,55176,75460,25158,39201,38918,55286,4.5,"Congressional District 17, New York (111th Congress)",36,17,New York,NY,NY-17
291,675034,347133,39.6,242761,493520,69066,44348,715,3714,27233,16365,26734,502977,160324,166068,129384,53304,105503,19302,0,86933,38247,47675,42623,0.533,42.3,61981,88869,92898,81324,84477,89568,73563,86402,26459,51063,43662,62611,5.7,"Congressional District 18, New York (111th Congress)",36,18,New York,NY,NY-18
292,702767,347734,38.8,256585,588464,43203,22867,1130,2747,30697,6299,9232,609430,82039,180123,143197,45283,91407,23225,1692,82534,35833,51566,22036,0.436,42.5,56978,75856,77045,70405,80311,79704,62835,80808,23982,45815,42038,61900,6.2,"Congressional District 19, New York (111th Congress)",36,19,New York,NY,NY-19
293,676866,338218,41.4,260776,633873,17615,8651,1355,925,8173,1434,2903,641306,29426,147421,140301,51327,74388,22581,77,56861,27922,55990,8868,0.425,42.5,43318,57488,52927,55641,72744,60588,46510,60335,22514,35801,33686,50075,5.9,"Congressional District 20, New York (111th Congress)",36,20,New York,NY,NY-20
294,661686,341056,38.8,246354,556137,56057,20564,2063,749,16306,2030,2674,607398,45846,144078,115588,49485,69663,22962,10,52004,27162,80889,7473,0.437,40.2,42981,57486,52683,56127,70472,56322,47042,58825,21667,35925,34504,50307,5.8,"Congressional District 21, New York (111th Congress)",36,21,New York,NY,NY-21
295,666549,338146,37.7,252623,540546,58667,20565,2087,1484,27609,4385,19098,590637,66053,145950,117000,59146,63027,24035,11,50012,23990,93091,7007,0.446,39.8,41101,54656,49256,53922,64371,55889,39900,60774,21529,33924,31955,51052,5.6,"Congressional District 22, New York (111th Congress)",36,22,New York,NY,NY-22
296,657218,323883,38.1,250984,611445,18275,5884,4386,340,6295,933,2855,627506,22252,146247,130140,61435,46168,24124,341,44730,22231,87436,3116,0.415,39.9,36701,47683,47101,47266,59332,49942,36852,55914,19893,31229,30480,49897,5.8,"Congressional District 23, New York (111th Congress)",36,23,New York,NY,NY-23
297,644571,324061,40.0,248134,593648,23895,8187,1679,577,10287,1763,2005,610903,26962,140523,124115,58289,56208,22058,26,45688,23129,81486,4300,0.426,41.1,36762,48864,44686,48430,60713,53197,37475,56010,21028,31490,30786,45877,5.9,"Congressional District 24, New York (111th Congress)",36,24,New York,NY,NY-24
298,652624,335900,39.5,236660,566935,50766,14178,3692,1085,9875,1269,3214,608781,37120,154987,126726,48037,78928,20565,0,52470,27036,74257,7078,0.435,41.6,42742,55546,50840,54246,67659,59033,41920,62418,22602,35627,32601,50766,6.1,"Congressional District 25, New York (111th Congress)",36,25,New York,NY,NY-25
299,651816,330632,40.1,246991,599850,23892,12943,2330,568,8370,936,3147,613783,33011,144717,135064,44009,70081,21470,30,55028,26696,57264,6750,0.417,41.5,42795,54780,48026,53934,66035,55986,42281,64631,21570,35175,31963,49317,6.1,"Congressional District 26, New York (111th Congress)",36,26,New York,NY,NY-26
300,635016,326992,40.5,237132,567912,34941,5779,4027,762,24463,1112,3018,596859,27701,138741,119194,59327,59779,16989,14,44596,24113,85579,5132,0.446,40.9,39335,50167,47778,48432,59671,53036,38230,58060,20894,33681,32124,45086,5.8,"Congressional District 27, New York (111th Congress)",36,27,New York,NY,NY-27
301,608176,318169,36.9,216597,389261,180063,11566,3062,1238,27404,1532,2782,559545,36182,142534,86191,62086,56290,19464,7,37838,21812,123876,3333,0.462,38.8,36924,47600,46472,46237,59099,46974,34969,57681,21484,32139,30868,45316,5.6,"Congressional District 28, New York (111th Congress)",36,28,New York,NY,NY-28
302,655784,332593,40.1,246356,604787,20564,14269,3207,418,5449,679,1981,619966,30569,150049,134950,46214,69471,23861,32,50190,24551,69118,7635,0.439,41.6,40170,54871,49437,53010,67201,55925,41875,56551,18195,33519,31403,47533,6.1,"Congressional District 29, New York (111th Congress)",36,29,New York,NY,NY-29
303,630401,328931,36.0,222824,423048,181153,7594,699,253,1726,343,6483,605465,22219,154304,96668,62622,63569,20035,0,43278,23901,103160,4641,0.463,39.0,38567,51786,48041,50925,66020,54706,44704,54893,20747,33788,32562,44643,5.6,"Congressional District 1, Ohio (111th Congress)",39,01,Ohio,OH,OH-01
304,675377,345551,37.9,243913,618191,31844,12731,1291,592,1117,51,4905,648837,23065,166883,138072,57713,92244,17840,28,56136,28260,69088,13074,0.464,40.5,44906,61738,58801,56288,72511,66206,44973,51362,18713,37106,33388,47463,6.0,"Congressional District 2, Ohio (111th Congress)",39,02,Ohio,OH,OH-02
305,639126,326822,38.4,232602,509370,104509,9837,805,478,2109,27,5061,616926,17808,152587,121599,55015,66143,18258,33,47736,25459,81460,6650,0.448,40.1,41454,57116,51462,54448,71213,54415,47992,53930,19895,34272,32349,47176,5.8,"Congressional District 3, Ohio (111th Congress)",39,03,Ohio,OH,OH-03
306,630132,315560,38.5,235628,576445,30260,4805,1620,175,1398,40,6587,618273,9852,153354,132910,57682,41596,19191,0,45647,23634,76239,3081,0.412,40.7,37094,49800,46910,48740,61097,51950,35327,43302,18316,31252,30262,44719,5.9,"Congressional District 4, Ohio (111th Congress)",39,04,Ohio,OH,OH-04
307,629485,320210,38.3,230476,597460,7804,3865,1387,297,2268,102,23326,614982,11718,153574,138768,50094,41673,19539,27,48056,24255,66107,3142,0.396,40.8,37264,48629,44508,48211,58175,50966,39943,46345,18098,31096,30056,45575,6.1,"Congressional District 5, Ohio (111th Congress)",39,05,Ohio,OH,OH-05
308,613867,313507,40.4,232901,583929,14949,3641,855,115,1262,140,2946,603378,8435,131196,129316,59168,42915,19602,0,39243,20034,98010,3125,0.441,40.7,35807,46498,42076,45361,59467,54034,32063,43613,16789,28468,27190,44330,5.8,"Congressional District 6, Ohio (111th Congress)",39,06,Ohio,OH,OH-06
309,669636,337877,37.0,245785,580326,61718,7470,1714,407,1692,424,7117,646247,18516,163300,133719,56332,55809,20337,8,49659,25191,78466,4431,0.415,39.8,39339,53487,49323,52604,69154,54867,37987,48774,18714,32388,31605,46664,5.9,"Congressional District 7, Ohio (111th Congress)",39,07,Ohio,OH,OH-07
310,651798,333013,36.6,235294,589222,35522,10532,1119,508,1665,311,9333,626346,21860,161863,132334,61844,54670,19174,56,49722,24801,78243,4975,0.421,39.5,39675,53876,51654,52460,66081,54891,44704,52606,18727,33643,31528,46486,5.9,"Congressional District 8, Ohio (111th Congress)",39,08,Ohio,OH,OH-08
311,641387,327822,37.9,235223,514933,93308,7371,1712,479,2992,86,22437,619224,19308,151827,114338,57365,56623,18711,48,45073,23416,95801,5017,0.447,40.2,39910,51784,49767,50711,62079,52930,40387,53012,20002,33283,31591,48509,5.9,"Congressional District 9, Ohio (111th Congress)",39,09,Ohio,OH,OH-09
312,601021,312420,39.9,219330,523303,42324,12099,1263,450,25942,1097,5782,543667,45238,136096,108386,59545,66897,15225,0,46106,25488,79331,4879,0.436,40.9,40910,53278,49710,52094,63894,50245,42541,54781,21031,35962,34390,45917,5.8,"Congressional District 10, Ohio (111th Congress)",39,10,Ohio,OH,OH-10
313,562712,303151,37.4,190229,208989,327401,12275,1017,221,7645,206,2915,527388,30163,136831,72551,62780,52290,18045,0,34710,21160,124599,6084,0.518,39.4,38181,52804,51358,51078,60015,51167,50452,51092,20723,33530,32352,44751,5.5,"Congressional District 11, Ohio (111th Congress)",39,11,Ohio,OH,OH-11
314,703629,361213,35.2,249605,510540,147638,22376,584,915,2561,267,9539,647846,50718,180960,135219,41734,114387,18368,0,57106,30717,82675,13585,0.459,39.2,46335,62677,55450,59957,67151,63149,51850,63008,21779,38289,35023,49118,6.0,"Congressional District 12, Ohio (111th Congress)",39,12,Ohio,OH,OH-12
315,643184,333714,39.6,230306,533651,77521,9528,1538,187,16060,248,7106,610303,25608,155887,127344,48565,72609,16318,22,50853,26178,79109,7632,0.449,41.8,42211,57595,53684,54675,67373,57083,42520,56020,20951,34729,31962,48612,6.1,"Congressional District 13, Ohio (111th Congress)",39,13,Ohio,OH,OH-13
316,649625,330295,41.2,239283,606572,20401,10774,912,351,2780,63,8080,616386,29597,157092,140041,43620,85141,18026,27,58442,28317,51875,11066,0.439,43.0,44897,61109,56563,56881,68000,54767,41104,61008,20788,38254,34079,52123,6.4,"Congressional District 14, Ohio (111th Congress)",39,14,Ohio,OH,OH-14
317,669372,336256,32.9,252077,564292,56860,25121,1546,644,2743,754,19142,615863,48617,155409,116666,52307,100457,19301,6,50675,27960,99442,7379,0.444,36.3,42442,54786,48722,53587,64563,51921,48135,59392,21707,36087,33576,45035,5.6,"Congressional District 15, Ohio (111th Congress)",39,15,Ohio,OH,OH-15
318,649286,332382,39.6,235420,599519,30782,5427,1445,43,1321,131,3428,633995,13084,157126,136222,53643,61337,19433,28,48424,24045,69329,5658,0.429,41.2,39133,53110,50317,51357,62118,50313,40968,51949,18540,32703,30582,48754,6.0,"Congressional District 16, Ohio (111th Congress)",39,16,Ohio,OH,OH-16
319,610326,313773,39.1,227017,515754,74254,5828,1184,115,6087,64,4732,590540,15869,135536,111549,56514,48055,18130,0,40640,21643,98227,2759,0.434,40.1,37050,48422,45706,47401,59416,49018,38395,48832,17619,31754,30272,44153,5.8,"Congressional District 17, Ohio (111th Congress)",39,17,Ohio,OH,OH-17
320,641494,326871,38.6,233755,614215,11645,2189,1269,60,1036,39,2762,633359,5565,157064,131340,77605,34144,18386,37,40489,20865,95189,2402,0.421,40.7,34414,45070,43410,44777,53741,49016,30905,42932,16698,28202,27482,44240,5.7,"Congressional District 18, Ohio (111th Congress)",39,18,Ohio,OH,OH-18
321,728847,372002,35.5,259823,550131,66308,12831,34679,625,1999,68,50756,675889,46944,188128,143380,58079,91111,20356,0,46465,25278,100919,9128,0.465,39.2,37214,51357,52775,46846,64802,59574,39491,48956,16545,31973,29484,36652,5.5,"Congressional District 1, Oklahoma (111th Congress)",40,01,Oklahoma,OK,OK-01
322,709359,359134,38.3,259714,499947,28368,3367,99439,149,1250,86,21552,694157,12251,175176,142082,90175,46455,21730,10,35407,18898,136966,2969,0.447,39.9,31499,40212,41517,38809,51020,45497,34250,33697,14866,25544,25647,36437,5.3,"Congressional District 2, Oklahoma (111th Congress)",40,02,Oklahoma,OK,OK-02
323,704510,350991,37.0,262763,575385,26627,6884,40127,251,1473,0,43616,672935,26854,170862,145443,69763,60547,22596,170,41554,20922,110071,4130,0.441,39.6,33600,42860,41986,41775,61056,49594,37988,35343,15246,28589,27668,37932,5.5,"Congressional District 3, Oklahoma (111th Congress)",40,03,Oklahoma,OK,OK-03
324,738834,372579,34.9,260210,582288,49457,14283,37393,378,3526,152,33382,698194,30297,181368,148077,61553,67953,24474,1790,45399,23004,98343,4923,0.43,38.0,34871,45895,45039,44097,60274,47886,38310,43096,16671,28781,28026,37481,5.4,"Congressional District 4, Oklahoma (111th Congress)",40,04,Oklahoma,OK,OK-04
325,728523,374421,34.2,257240,512922,93996,20423,27492,338,1463,124,74062,658274,63338,185434,129225,73639,85385,19896,8,40815,22850,125812,8905,0.492,37.7,34693,48376,44585,45993,64776,50787,33626,41496,17082,30651,28880,36815,5.3,"Congressional District 5, Oklahoma (111th Congress)",40,05,Oklahoma,OK,OK-05
326,778421,387822,35.7,292562,640548,10955,48001,11080,665,1759,81,78518,664732,104444,189528,151395,51030,122011,19507,16,57953,28723,83322,13215,0.446,39.2,45662,64793,53728,64359,76480,65240,48410,60855,20100,37981,34609,42411,5.4,"Congressional District 1, Oregon (111th Congress)",41,01,Oregon,OR,OR-01
327,747784,378072,40.4,280175,679333,3485,7517,14829,289,978,35,69189,699270,43538,175876,159301,65353,71942,20948,0,44892,22646,101273,5924,0.432,41.5,35260,47581,43566,48190,52855,55042,36638,52520,18865,31416,29743,43695,5.4,"Congressional District 2, Oregon (111th Congress)",41,02,Oregon,OR,OR-02
328,732027,371903,35.6,274591,587464,38558,42755,10006,1490,1847,145,60954,628994,94989,167660,126479,61412,100211,17405,30,50063,26238,104225,7343,0.435,38.4,40461,54552,50764,54231,65912,55595,44058,68241,19831,36667,34818,46499,5.3,"Congressional District 3, Oregon (111th Congress)",41,03,Oregon,OR,OR-03
329,718970,366755,40.8,274139,652388,5134,14384,10740,385,1101,7,32096,677922,34433,151708,145729,56763,68231,21028,13,42096,21479,112310,5030,0.442,40.6,36781,50028,43684,50084,61511,53507,39190,56743,18015,31069,30450,46008,5.3,"Congressional District 4, Oregon (111th Congress)",41,04,Oregon,OR,OR-04
330,750205,375923,37.7,281714,654850,6863,17275,13045,792,1692,58,89053,667104,75814,179756,148650,59859,91049,23791,18,52137,24904,95303,11017,0.455,40.4,41232,57907,49150,57671,68816,56766,46977,55190,20124,35297,33133,48517,5.6,"Congressional District 5, Oregon (111th Congress)",41,05,Oregon,OR,OR-05
331,656592,349282,32.2,217294,220452,314009,36116,1930,1566,86361,7464,9953,543029,76903,177315,60627,101451,43731,21123,13,32909,18479,187211,3535,0.493,36.4,35653,49746,50137,48257,64864,56695,46347,51945,20545,33440,33697,40568,5.6,"Congressional District 1, Pennsylvania (111th Congress)",42,01,Pennsylvania,PA,PA-01
332,616250,335267,34.5,214103,202303,362815,30776,1013,1071,10375,1074,2786,560034,49066,133319,60962,71722,64797,20101,17,36786,21641,143624,6640,0.517,36.5,40905,54267,54477,52447,62484,53287,49943,55040,21290,35156,34465,46931,5.6,"Congressional District 2, Pennsylvania (111th Congress)",42,02,Pennsylvania,PA,PA-02
333,640689,326574,40.0,240278,600562,22839,4032,1018,200,5564,310,2652,622113,14627,142819,131050,52512,58576,20463,8,43296,21454,81170,3963,0.427,40.7,36015,47213,44322,45565,59444,50606,32231,50920,18229,30227,28622,46391,5.9,"Congressional District 3, Pennsylvania (111th Congress)",42,03,Pennsylvania,PA,PA-03
334,635865,329946,42.8,232371,596139,21889,8276,614,271,1460,100,2133,614914,17850,142388,143950,38807,89846,16389,0,54822,26795,49912,11959,0.461,43.2,44295,59557,55509,55992,71376,60565,49819,57239,19436,36635,32862,48506,6.1,"Congressional District 4, Pennsylvania (111th Congress)",42,04,Pennsylvania,PA,PA-04
335,639139,320266,39.3,253115,609576,11405,8893,1009,167,3551,291,1537,621658,13834,128177,132055,54945,48491,23577,53,40168,19693,87894,3593,0.433,39.3,33812,45726,42807,44933,52621,44641,36950,48284,19078,27999,27198,47761,5.9,"Congressional District 5, Pennsylvania (111th Congress)",42,05,Pennsylvania,PA,PA-05
336,703519,359051,38.7,257802,599403,51493,21738,727,1378,18125,4464,12285,642980,50049,168719,145270,48676,110077,20577,2,69913,32367,51106,21869,0.465,41.0,50541,70278,66139,64957,71273,74031,55190,57283,21423,41486,36359,48895,6.5,"Congressional District 6, Pennsylvania (111th Congress)",42,06,Pennsylvania,PA,PA-06
337,662723,339496,39.3,244843,566533,52742,32276,634,802,3946,212,3570,605706,52347,151024,131828,36536,107795,21255,9,70572,33593,39620,19947,0.451,41.2,52565,69074,61540,65467,82196,70067,54291,66732,24610,43085,39279,52530,6.4,"Congressional District 7, Pennsylvania (111th Congress)",42,07,Pennsylvania,PA,PA-07
338,670639,340422,40.6,249095,608762,26069,22752,652,906,7944,777,6038,613460,51472,157315,144335,41047,94044,18927,0,73441,33036,32922,17101,0.422,42.7,51824,70154,64370,66745,79005,69272,48248,65612,24329,42265,37927,56426,6.6,"Congressional District 8, Pennsylvania (111th Congress)",42,08,Pennsylvania,PA,PA-08
339,657521,332396,41.0,250572,632613,12692,3369,728,353,2848,528,3177,643360,10489,145190,146247,71720,45423,17187,18,43748,22231,75076,3569,0.414,41.2,34838,46564,44375,45308,55763,49085,33028,48109,17225,29196,28549,44943,5.9,"Congressional District 9, Pennsylvania (111th Congress)",42,09,Pennsylvania,PA,PA-09
340,656019,330528,42.0,251696,623165,15594,4615,1303,730,7128,904,2198,636013,15585,143022,141926,60732,57850,20174,2,44425,22305,75144,5444,0.433,42.0,36449,49585,46776,48923,59437,46449,40934,51563,18956,30416,28171,48838,6.0,"Congressional District 10, Pennsylvania (111th Congress)",42,10,Pennsylvania,PA,PA-10
341,665186,341523,40.7,249983,604598,31888,7745,667,1113,17720,6281,5552,626112,31433,142482,131189,63131,56326,20789,2,43697,21919,81814,3696,0.428,40.9,36787,49793,46640,48806,58164,51523,47117,50997,19008,30317,29049,44739,5.9,"Congressional District 11, Pennsylvania (111th Congress)",42,11,Pennsylvania,PA,PA-11
342,619091,317425,42.7,237766,584425,22586,3324,646,161,1733,117,1486,609566,7404,123529,126447,60204,47358,18346,17,38520,20351,90184,2471,0.429,41.4,34916,47080,43894,46660,53565,49786,34858,46789,16758,28908,28104,45267,5.8,"Congressional District 12, Pennsylvania (111th Congress)",42,12,Pennsylvania,PA,PA-12
343,683459,353139,39.7,247700,553795,59340,40743,807,706,22708,2628,3433,593623,79912,159017,127480,57647,93063,16858,92,59897,30228,60492,13824,0.457,41.3,47765,62980,57029,60681,71641,72722,46007,59929,22566,40684,37875,48472,6.2,"Congressional District 13, Pennsylvania (111th Congress)",42,13,Pennsylvania,PA,PA-13
344,602735,319485,38.6,225182,434686,136993,13286,973,664,3725,415,2936,570117,28628,115527,88404,48451,64674,18190,13,36122,21158,110661,5085,0.475,38.1,36380,47645,44026,46878,56920,41175,39962,58027,19973,31614,30673,43808,5.5,"Congressional District 14, Pennsylvania (111th Congress)",42,14,Pennsylvania,PA,PA-14
345,703370,360146,39.3,259081,605306,31257,16485,943,1479,48794,8334,5544,634660,47750,163912,144034,64517,78979,20479,12,57340,27320,61836,9352,0.424,41.1,43732,59522,52540,57107,71191,63265,50417,63162,22133,36321,33741,48345,6.2,"Congressional District 15, Pennsylvania (111th Congress)",42,15,Pennsylvania,PA,PA-15
346,694080,352852,36.7,248892,611140,31968,11370,759,1476,42466,6144,18631,632721,40859,179636,144020,80047,76244,22874,7,56050,26431,72982,10490,0.441,40.3,41575,58423,58014,53890,65409,59712,44556,63780,22040,36406,32291,48266,6.2,"Congressional District 16, Pennsylvania (111th Congress)",42,16,Pennsylvania,PA,PA-16
347,663769,336650,40.6,250642,579285,50193,9062,756,732,17027,1814,6167,631092,22435,147560,135370,69082,59518,16968,17,50261,26360,63531,4873,0.41,41.5,39247,52037,48127,50625,62064,49744,38730,52655,20182,33544,31994,45337,6.0,"Congressional District 17, Pennsylvania (111th Congress)",42,17,Pennsylvania,PA,PA-17
348,640570,328588,43.0,242209,604682,16597,10990,527,315,1406,138,1921,616873,20300,133076,145342,33537,97328,16753,19,55339,27597,44884,9237,0.432,42.7,44646,58829,55111,55463,70134,54349,42210,61364,19441,36612,32765,45924,6.1,"Congressional District 18, Pennsylvania (111th Congress)",42,18,Pennsylvania,PA,PA-18
349,705380,358120,39.5,265178,645374,27981,10302,1034,849,13667,1268,9096,669681,26135,158714,153600,62661,74943,20351,21,57139,27788,52128,7004,0.399,41.0,41440,56100,51743,54121,62255,58167,43601,57682,20311,34766,32580,47749,6.2,"Congressional District 19, Pennsylvania (111th Congress)",42,19,Pennsylvania,PA,PA-19
350,3940109,2048658,35.3,1378533,2964136,285752,12085,8056,19616,3755817,69011,11143,Replace,Replace,999608,553960,Replace,Replace,121471,0,18627,Replace,1752629,7744,0.538,38.3,20466,29521,28999,28134,44021,35577,26952,26228,14071,19384,18964,26045,4.8,"Resident Commissioner District (at Large), Puerto Rico (111th Congress)",72,98,Puerto Rico,PR,PR-98
351,524092,272546,38.6,192046,441116,33670,12037,1464,1245,15256,7983,4299,444049,69401,112428,92059,64504,63957,15506,39,53585,26444,61193,8157,0.461,39.5,43520,60585,56566,58719,77321,54278,48979,66544,25608,36865,34581,54449,5.3,"Congressional District 1, Rhode Island (111th Congress)",44,01,Rhode Island,RI,RI-01
