,Pop,Females,Median_Age,Veterans,White_People,Afr_Am_People,Asian,American_Ind_Alk_Ntv,Cuban_Origin,Puerto_Rican_Origin,Dominican_Origin,Mexican_Origin,Native_US,Foreign_Born,Children,Married_Households,Less_Highschool,Bachelor_Holders,Labor_Force_Eligible,Unemployed,Median_Household_Income,Median_Income,Below_Poverty_Level_LTM,Wealthy_Households,Gini_Index,Median_Age_Of_Worker,Workers,Working_Agricult,Working_Construction,Working_Manufacturing,Working_Retail,Working_Transportation,Working_Finance,Working_Education,Working_Health,Working_Food,Working_Public_Admin,Working_Information,Median_Gross_Rent,District_Name,State_Id,CD,State_Full,State,CD_ID
182,645438,335447,38.6,234206,568189,20677,27236,1277,807,13163,2455,2711,548585,86228,148198,124179,59660,87033,19815,69,68656,30958,57273,22694,0.504,41.0,52855,72488,65980,68965,80571,77782,52222,65919,24634,42062,37401,59115,5.8,"Congressional District 4, Massachusetts (111th Congress)",25,04,Massachusetts,MA,MA-04
183,645691,328997,38.2,233234,507584,16688,46456,885,1130,35194,31920,3169,528092,96374,166316,122931,54651,89932,19151,0,71415,32342,59367,18046,0.455,41.8,53510,74193,65037,71346,84275,75506,56200,77375,25067,43464,39855,53711,6.0,"Congressional District 5, Massachusetts (111th Congress)",25,05,Massachusetts,MA,MA-05
184,647920,334080,41.2,236939,584941,19191,19077,885,569,8022,13445,3046,569789,70791,148722,130465,39439,106958,17163,8,72047,33469,45461,19594,0.453,42.8,54761,73299,68355,68450,84176,77852,53116,81611,26593,45601,41257,54645,6.0,"Congressional District 6, Massachusetts (111th Congress)",25,06,Massachusetts,MA,MA-06
185,636121,327127,39.0,240166,519338,30898,49571,1044,836,10212,2405,4814,491255,135414,131003,119360,45561,105561,16669,84,70888,33237,46513,19776,0.461,40.0,53439,71922,66008,70023,81942,74548,57043,74195,26403,43720,40798,57175,5.6,"Congressional District 7, Massachusetts (111th Congress)",25,07,Massachusetts,MA,MA-07
186,660238,337348,30.8,266503,378262,138174,59284,2327,2357,30414,18823,9269,448473,193036,108704,67799,70035,106502,23047,7,51757,26356,124763,14788,0.524,31.8,44765,59083,61853,55435,70040,50491,49566,64132,27996,40007,37784,48637,4.3,"Congressional District 8, Massachusetts (111th Congress)",25,08,Massachusetts,MA,MA-08
187,653860,338869,38.6,237509,507227,82653,28943,1302,1003,15497,7596,2442,541176,102540,149916,113585,45007,104512,17315,21,71086,33538,51628,17342,0.451,40.5,52843,68545,63383,65803,73936,68069,56549,75884,27498,44596,41008,54163,5.8,"Congressional District 9, Massachusetts (111th Congress)",25,09,Massachusetts,MA,MA-09
188,653576,339909,43.3,243212,597365,13668,25975,1958,561,3172,1062,1878,591297,56667,137375,137361,31542,112891,15807,0,68295,33166,39614,16441,0.438,43.3,51956,66168,62399,62779,74832,67243,51145,79137,26097,43922,40140,53062,5.9,"Congressional District 10, Massachusetts (111th Congress)",25,10,Massachusetts,MA,MA-10
189,719517,366947,40.7,264808,607152,80764,13305,1519,699,4149,324,5941,680203,31652,168459,157814,55075,90569,20799,31,68336,32100,49785,16384,0.434,42.3,48799,65852,62718,62758,75926,69569,49727,55287,24542,40379,36385,48540,6.5,"Congressional District 1, Maryland (111th Congress)",24,01,Maryland,MD,MD-01
190,678681,355941,35.9,235787,415938,215703,21194,1612,702,5302,891,5725,620290,50204,163210,112119,67170,67895,18796,81,56229,30584,63220,6587,0.409,38.7,43474,57479,54293,55914,65399,55930,49133,54907,22813,36567,35845,46818,5.9,"Congressional District 2, Maryland (111th Congress)",24,02,Maryland,MD,MD-02
191,706436,363109,36.3,260442,508528,136353,30177,2042,996,4875,698,11458,619728,76555,157152,125274,58443,109306,19491,0,70646,35482,56647,19746,0.442,38.7,52034,69042,62451,66798,78327,59940,57552,63114,25054,42178,39192,51086,6.0,"Congressional District 3, Maryland (111th Congress)",24,03,Maryland,MD,MD-03
192,688350,357905,35.5,235255,194226,385272,48086,1860,1012,4974,2312,12995,534828,146014,181278,107660,55074,89864,19594,7,72795,37462,47322,15378,0.398,40.6,50166,70484,66789,68855,77868,83947,61184,64126,26501,42769,42973,52759,6.2,"Congressional District 4, Maryland (111th Congress)",24,04,Maryland,MD,MD-04
193,743693,379722,36.3,261175,412059,264021,27694,2872,834,5334,1513,13215,654382,77120,189807,139092,46996,91632,25174,58,83948,39457,39726,17198,0.372,40.6,54943,72225,70687,70476,82131,78516,62807,73318,23775,44155,43486,51137,6.7,"Congressional District 5, Maryland (111th Congress)",24,05,Maryland,MD,MD-05
194,727577,365755,39.0,268887,645837,45042,14616,1791,573,4257,818,5066,685725,34317,178792,155826,56821,84134,21726,0,68042,31324,48247,13377,0.42,41.7,49545,68216,65279,64503,78139,71322,48454,55707,21873,40694,36437,49747,6.5,"Congressional District 6, Maryland (111th Congress)",24,06,Maryland,MD,MD-06
195,663709,350684,36.6,231476,230546,380088,34018,1731,725,2523,482,4092,602156,55650,157738,86639,74768,75895,21909,28,51712,26606,101398,14095,0.493,39.9,45632,66351,58805,62722,81519,63768,54056,49631,22788,37928,36633,49121,6.0,"Congressional District 7, Maryland (111th Congress)",24,07,Maryland,MD,MD-07
196,709455,366988,38.1,254111,419230,118637,88642,1967,2493,5328,3207,11734,476540,221398,169861,135491,52374,123397,18066,53,88291,40531,43425,39272,0.473,41.1,60560,85142,76998,81941,86456,86160,64615,71139,23868,44571,42365,61136,6.2,"Congressional District 8, Maryland (111th Congress)",24,08,Maryland,MD,MD-08
197,668910,343032,41.3,250331,639930,8651,8058,1593,618,2963,244,2631,638200,24139,142955,141029,40677,96941,18438,22,52862,26339,65449,8150,0.43,42.2,40238,52528,51270,50859,66697,54966,42911,44491,23372,34370,32307,41997,5.6,"Congressional District 1, Maine (111th Congress)",23,01,Maine,ME,ME-01
198,647470,330737,41.4,245723,614246,6807,4326,5043,165,2070,90,2447,621723,19159,136771,134734,57073,60097,19669,11,40678,20775,96133,3449,0.428,41.6,34605,45051,42265,43727,56298,45506,32901,44622,20051,30126,28872,40251,5.4,"Congressional District 2, Maine (111th Congress)",23,02,Maine,ME,ME-02
199,653734,323170,43.9,261387,611061,9204,3410,14782,262,630,78,5642,638625,11568,133125,147082,57681,53580,19175,48,39941,20632,90102,4310,0.439,42.3,35754,48116,43272,49028,56821,52805,35071,51958,18101,28854,28342,50081,5.6,"Congressional District 1, Michigan (111th Congress)",26,01,Michigan,MI,MI-01
200,696086,350116,37.1,255337,619016,30581,8592,4297,629,1608,49,35287,667688,25154,175960,149578,56223,64185,21473,0,47396,22742,83946,4529,0.418,40.0,39496,53514,50291,52148,62664,52231,45462,55195,19570,33757,32317,52336,5.9,"Congressional District 2, Michigan (111th Congress)",26,02,Michigan,MI,MI-02
201,692922,347778,34.5,251947,582037,55852,12742,2465,1506,4763,1402,38890,640604,46660,181102,135002,54484,80475,20852,0,50231,25049,86500,6936,0.434,38.8,41130,54885,50246,53800,63791,60818,43802,56490,19584,36947,33097,52253,6.0,"Congressional District 3, Michigan (111th Congress)",26,03,Michigan,MI,MI-03
202,676106,341079,39.2,257440,630182,16307,6152,5431,169,1151,52,15707,659415,13614,150950,141314,53076,58584,23083,17,43427,21321,100900,5062,0.438,40.0,38030,52493,47098,52391,68080,64045,36230,50485,17879,31943,30400,51962,5.7,"Congressional District 4, Michigan (111th Congress)",26,04,Michigan,MI,MI-04
203,648067,336382,37.7,227263,502459,115121,5560,3168,312,1209,25,20004,631312,14448,164722,119697,58352,49480,18997,17,42297,23479,116721,3438,0.436,40.3,40057,54387,53143,54392,71791,53646,40645,56574,18690,32439,31254,51534,5.7,"Congressional District 5, Michigan (111th Congress)",26,05,Michigan,MI,MI-05
204,672653,342880,37.3,246121,576871,56570,9123,3271,411,1822,123,25080,640625,28578,162835,132872,52972,63074,21793,16,44487,22262,106676,5683,0.449,39.9,39294,54323,51802,53243,65168,57889,43068,57286,17545,32906,31442,49825,5.8,"Congressional District 6, Michigan (111th Congress)",26,06,Michigan,MI,MI-06
205,680117,340978,39.0,255332,609555,38312,8303,2603,668,1761,125,19896,656787,19777,163729,140789,50525,63295,20183,4,50065,25379,80859,5416,0.42,41.3,41419,57396,52844,56539,66553,64626,45048,55175,18641,34195,33913,53466,6.0,"Congressional District 7, Michigan (111th Congress)",26,07,Michigan,MI,MI-07
206,699862,353664,36.4,258116,625889,33425,15754,2429,1178,1309,43,19726,660926,34986,169971,145096,34598,86665,24301,11,59414,27999,79608,9858,0.429,40.0,48386,63922,56144,62004,80692,54375,53194,59882,18997,38694,35747,55929,6.0,"Congressional District 8, Michigan (111th Congress)",26,08,Michigan,MI,MI-08
207,654733,332645,39.6,243541,518958,64946,48589,1806,281,4297,160,16684,558037,90834,152337,139087,34870,117866,17172,0,70551,35143,52075,24304,0.476,41.9,59475,77683,66193,74217,86088,74903,58325,69610,21560,44377,38325,58322,6.1,"Congressional District 9, Michigan (111th Congress)",26,09,Michigan,MI,MI-09
208,716338,358034,39.0,266484,667295,18369,13443,2127,282,1006,34,14040,666136,46110,176652,160479,56494,64674,20989,3,57757,27582,62002,6801,0.402,41.3,47678,64458,59771,63477,79534,56078,55757,67195,19816,36894,34993,57271,6.0,"Congressional District 10, Michigan (111th Congress)",26,10,Michigan,MI,MI-10
209,670338,339306,38.8,246372,586443,36072,32504,1583,388,1209,195,10589,608588,57047,163026,139997,41836,96001,18233,13,66505,32666,43482,11392,0.407,41.5,53098,71359,63936,68689,83398,61624,60184,68625,20450,40693,37018,55498,5.9,"Congressional District 11, Michigan (111th Congress)",26,11,Michigan,MI,MI-11
210,644689,334591,38.9,237367,494858,112723,18611,2076,425,1584,70,6450,582274,58987,142296,116320,61576,64570,16021,10,48929,27230,71914,3685,0.408,39.9,43522,58481,52759,58966,71973,58287,56314,61461,21345,36154,35154,50542,5.4,"Congressional District 12, Michigan (111th Congress)",26,12,Michigan,MI,MI-12
211,627180,326682,33.9,211976,214333,354675,10133,2133,744,8191,93,50648,572225,49802,175737,64393,95749,35394,20086,0,31489,17882,192755,3886,0.513,38.7,35226,54045,48020,55173,75239,54531,49415,58083,20216,32370,32934,48013,5.7,"Congressional District 13, Michigan (111th Congress)",26,13,Michigan,MI,MI-13
212,630461,333919,35.7,209292,217301,385562,12271,1941,415,1559,26,8057,573685,52361,171906,75705,77253,38789,19837,0,36141,20150,161503,2105,0.455,39.6,37933,51647,47606,52014,69867,63194,47949,57716,20793,33945,34302,45140,5.7,"Congressional District 14, Michigan (111th Congress)",26,14,Michigan,MI,MI-14
213,675922,340354,34.9,255747,543101,77796,30255,2158,599,2467,91,14242,617338,53120,154623,124053,50633,65477,23819,22,53471,25688,88337,7704,0.439,37.9,46888,61711,56500,60349,79429,55510,48924,62128,19415,36300,35267,53445,5.6,"Congressional District 15, Michigan (111th Congress)",26,15,Michigan,MI,MI-15
214,629847,317489,38.2,235905,589594,9921,13729,1551,278,649,22,20257,598357,28497,148991,137910,43129,66167,19833,22,50407,25521,66213,6130,0.423,40.3,37846,50945,47927,52108,60497,53718,35088,50933,21267,32692,31227,45401,6.2,"Congressional District 1, Minnesota (111th Congress)",27,01,Minnesota,MN,MN-01
215,714852,357164,35.4,256745,642791,20843,26707,3170,346,1012,237,19515,664150,46448,197236,157347,28813,114737,21613,35,73800,35453,36302,13312,0.385,40.3,49562,64324,59442,60315,72044,58117,47184,59288,25587,42598,38389,46250,6.7,"Congressional District 2, Minnesota (111th Congress)",27,02,Minnesota,MN,MN-02
216,642261,327443,38.2,231484,536604,41112,38502,2610,300,2112,0,12842,573758,64362,162564,138338,23615,128988,17020,0,74313,36922,36071,21762,0.449,41.9,52739,68863,62289,64842,71096,68333,56722,66607,24785,45376,39304,48106,6.6,"Congressional District 3, Minnesota (111th Congress)",27,03,Minnesota,MN,MN-03
217,604028,311445,35.6,219058,471945,48334,51452,3802,362,2140,63,28737,534720,65541,142329,104938,37485,92263,17778,26,54055,29309,75511,9719,0.447,38.5,44825,58636,55974,56452,69678,56185,47539,57031,21961,38926,37199,46204,5.6,"Congressional District 4, Minnesota (111th Congress)",27,04,Minnesota,MN,MN-04
218,606518,303979,33.7,239224,446772,82629,29276,7511,548,1502,144,37167,519250,82502,124868,89806,43821,109924,15647,9,49627,27889,97357,8921,0.463,35.8,43508,57414,56204,55672,63544,59328,47790,56908,21864,39896,37221,45246,5.1,"Congressional District 5, Minnesota (111th Congress)",27,05,Minnesota,MN,MN-05
219,730984,361416,34.9,268799,680187,12876,18878,3002,333,1121,29,8723,699364,28015,196300,162388,31506,92305,22284,17,69386,32545,47869,11031,0.39,39.8,47144,60746,53869,58467,67555,61327,47317,57756,21844,40749,37100,48197,6.6,"Congressional District 6, Minnesota (111th Congress)",27,06,Minnesota,MN,MN-06
220,614709,308151,40.5,231447,575086,3506,4064,16422,163,494,27,17762,597992,14302,145219,139252,49872,56898,18718,3,45690,23368,69483,3866,0.415,41.5,35065,44606,42743,44742,51427,47018,36864,46676,18623,31116,29654,45224,6.0,"Congressional District 7, Minnesota (111th Congress)",27,07,Minnesota,MN,MN-07
221,645382,321982,41.3,248468,608211,5232,3883,16378,181,597,26,5566,633101,9452,144826,144101,43049,60926,19662,2,46335,23432,77427,4304,0.416,41.5,38665,49293,46110,49491,55980,52995,39982,51901,20132,32230,31608,47903,5.7,"Congressional District 8, Minnesota (111th Congress)",27,08,Minnesota,MN,MN-08
222,597087,319256,36.2,202729,249772,319546,11978,1014,161,1055,89,8198,567375,26766,148230,80996,64079,56860,18353,14,41228,23071,110345,5092,0.47,39.3,37104,51090,48239,50475,69737,56618,42397,41505,21631,33628,32148,42866,5.3,"Congressional District 1, Missouri (111th Congress)",29,01,Missouri,MO,MO-01
223,684686,351043,38.6,245332,631258,19493,19301,1154,488,1537,54,7865,649705,31118,173829,156012,33064,118764,18918,7,73241,34166,31283,18079,0.432,41.8,51990,66680,61768,60940,78746,64317,45426,51240,20258,42422,35319,45139,6.5,"Congressional District 2, Missouri (111th Congress)",29,02,Missouri,MO,MO-02
224,648402,331615,37.1,239760,559398,59554,13662,1519,346,889,99,10568,606385,38300,148889,118828,62678,75621,17067,0,50590,26853,72124,6463,0.431,39.3,40448,53014,50245,50882,65558,51838,42488,45998,19981,34547,32393,43288,5.4,"Congressional District 3, Missouri (111th Congress)",29,03,Missouri,MO,MO-03
225,656067,330684,38.1,233629,606438,20284,5129,3752,147,1760,109,11423,635479,14488,159442,141430,67648,48631,21696,1992,42285,21453,88143,2956,0.421,39.7,33147,42489,43377,41228,53458,39481,36203,32603,18324,29097,28012,37613,5.6,"Congressional District 4, Missouri (111th Congress)",29,04,Missouri,MO,MO-04
226,652193,337227,36.1,232303,446918,154146,10277,2560,996,933,374,41678,610413,37548,161752,105753,58860,73038,17197,0,45307,25617,100067,5277,0.443,39.2,38427,51331,47972,49096,61091,51667,40428,45897,20734,33494,32113,39662,5.7,"Congressional District 5, Missouri (111th Congress)",29,05,Missouri,MO,MO-05
227,679615,344220,37.5,249736,626635,20520,7729,2099,1041,1443,137,17131,656674,18715,165965,144157,48676,75686,19368,24,51294,26625,69446,6201,0.42,40.1,38996,50086,49881,46919,59989,49080,39757,37428,18601,33323,31214,39681,5.9,"Congressional District 6, Missouri (111th Congress)",29,06,Missouri,MO,MO-06
228,690814,353100,36.4,251983,639077,10260,6324,5290,234,1222,59,19847,666145,19470,165974,143012,64898,63265,20252,0,40549,20731,102217,4437,0.44,38.3,31954,42789,40153,41374,49041,46211,32486,35243,16374,27850,26078,37623,5.5,"Congressional District 7, Missouri (111th Congress)",29,07,Missouri,MO,MO-07
229,634533,322009,39.2,234220,585507,29724,3365,4178,134,475,37,7255,623949,8010,150897,131060,98268,36138,19229,34,34059,18060,120751,2665,0.444,39.6,29893,38676,38532,37214,52500,42863,32781,29787,15381,26082,25098,35330,5.4,"Congressional District 8, Missouri (111th Congress)",29,08,Missouri,MO,MO-08
230,660985,335350,36.7,245087,610603,25106,7450,2058,375,872,133,6910,643167,14390,156178,139136,61806,59059,20573,21,44166,22339,89902,4792,0.434,38.9,34419,44388,42187,43046,55759,46335,33162,32347,17090,29576,27617,37703,5.6,"Congressional District 9, Missouri (111th Congress)",29,09,Missouri,MO,MO-09
231,764550,394320,35.8,266861,536810,207786,4364,1532,425,459,85,13826,746349,15209,198097,145348,110285,54513,23461,28,38310,20089,141692,3853,0.452,39.3,32921,45692,45442,43028,56536,47089,37098,33631,16391,29191,27352,36848,5.5,"Congressional District 1, Mississippi (111th Congress)",28,01,Mississippi,MS,MS-01
232,683879,357063,33.1,229926,221243,447566,4128,1765,439,368,22,6545,672956,8899,189585,90010,102512,50999,24120,51,30107,16829,190826,3010,0.488,38.6,29446,41573,41237,40255,58326,52738,34322,28681,15864,27199,26623,34235,5.4,"Congressional District 2, Mississippi (111th Congress)",28,02,Mississippi,MS,MS-02
233,744388,383592,35.6,259369,466477,255871,5711,7170,479,1320,63,7690,729133,12180,190453,135364,89918,69898,22593,114,37960,20098,142313,7277,0.493,39.0,34779,47899,44945,45325,61047,41888,37711,33986,15823,29881,27659,37944,5.5,"Congressional District 3, Mississippi (111th Congress)",28,03,Mississippi,MS,MS-03
234,729423,370309,35.4,256873,528256,170366,10452,2362,539,2742,190,11940,701448,20560,185997,134515,85822,53551,22756,642,40786,20560,129373,4773,0.457,38.7,33142,46663,45573,45459,59587,57240,43417,33696,16671,26899,25840,37343,5.4,"Congressional District 4, Mississippi (111th Congress)",28,04,Mississippi,MS,MS-04
235,956257,478661,39.0,361782,856153,5283,6333,59001,464,1625,40,18897,930061,18554,219699,192270,60697,118472,28963,138,43089,21543,136969,6722,0.438,40.7,33681,43246,41269,44106,53760,49400,33558,39720,17226,27845,26379,39182,5.5,"Congressional District (at Large), Montana (111th Congress)",30,AL,Montana,MT,MT-AL
236,613002,321503,38.1,207965,277160,302197,3252,4809,335,2122,458,20379,588499,19712,148455,100798,95693,36009,18293,680,31890,18091,142447,2282,0.463,40.0,30145,40680,39840,39381,49375,45040,32894,33226,16967,28280,28204,34071,5.3,"Congressional District 1, North Carolina (111th Congress)",37,01,North Carolina,NC,NC-01
237,711327,356651,33.5,242120,439277,202872,7476,3281,962,7023,890,52147,647000,54623,183619,124381,86685,57448,25020,974,43113,22319,112134,3156,0.424,37.7,34425,46403,45416,44088,57297,49463,39117,38427,17584,31498,31158,35332,5.4,"Congressional District 2, North Carolina (111th Congress)",37,02,North Carolina,NC,NC-02
238,682609,337387,35.2,223006,521729,115693,7823,2502,833,5082,516,20781,646258,29065,159529,143485,60558,63891,24632,5748,45056,23546,88899,5782,0.436,37.8,35576,47628,45264,45774,62759,48793,34051,36221,18667,30902,28441,39633,5.6,"Congressional District 3, North Carolina (111th Congress)",37,03,North Carolina,NC,NC-03
239,763404,392473,34.4,271631,523733,145121,43522,2069,1807,3565,479,32684,664803,90007,192914,152515,43913,150243,21353,30,63726,32347,71796,19723,0.454,38.7,50007,65684,56214,62330,76188,58673,50333,43516,21854,38581,35130,43700,5.9,"Congressional District 4, North Carolina (111th Congress)",37,04,North Carolina,NC,NC-04
240,675619,347204,39.9,249096,586982,52525,7224,1862,904,1993,411,27003,639135,32292,153776,147704,85638,69883,17431,31,44536,23148,87503,6910,0.455,41.2,35849,50909,48598,47609,58301,51404,37258,39411,18289,32387,30902,38374,5.5,"Congressional District 5, North Carolina (111th Congress)",37,05,North Carolina,NC,NC-05
241,686017,350783,39.6,251367,573496,69318,10672,2704,673,2619,876,31027,643471,38797,162152,148864,78533,80846,17137,6,49328,25775,82883,7766,0.441,41.4,37874,52522,47113,49263,59441,58971,40635,42217,17135,33133,30594,38639,5.6,"Congressional District 6, North Carolina (111th Congress)",37,06,North Carolina,NC,NC-06
242,697709,357953,38.0,252237,459548,144042,5046,53318,419,3051,157,28750,660217,31286,163828,131718,89870,66033,19371,60,40096,20762,131032,6498,0.474,39.6,33211,47525,46231,44987,63447,51076,38676,37413,16815,30745,28460,33207,5.4,"Congressional District 7, North Carolina (111th Congress)",37,07,North Carolina,NC,NC-07
243,673163,344110,33.9,229891,418607,187675,12270,10263,775,6875,1036,40829,608044,53241,176938,119505,76946,56541,21290,170,42462,22946,111501,4989,0.445,37.9,34497,47489,48601,44869,53783,47454,39440,33919,17885,31736,30479,35485,5.4,"Congressional District 8, North Carolina (111th Congress)",37,08,North Carolina,NC,NC-08
244,801778,409804,36.1,281583,632639,109697,22090,3081,1923,5147,1623,23727,726174,67666,214430,172021,56154,145723,19128,12,62422,32279,65074,21996,0.468,39.9,46285,62023,61207,55599,68013,56388,50975,50341,20410,41143,34514,38455,6.1,"Congressional District 9, North Carolina (111th Congress)",37,09,North Carolina,NC,NC-09
245,667009,338468,39.3,246071,567393,59167,10806,1769,846,3393,304,21511,633903,29084,159924,139265,97692,53695,19215,0,41544,21585,94940,4788,0.45,41.0,33520,46948,43975,43377,55860,46961,38401,34683,17368,31416,29834,37292,5.4,"Congressional District 10, North Carolina (111th Congress)",37,10,North Carolina,NC,NC-10
246,666338,344633,42.6,250212,599668,30062,4952,10104,590,1554,141,19762,632756,28494,138001,144708,78141,73484,17615,1,40439,21727,95783,5627,0.455,41.3,33694,45465,43202,43768,54627,52004,36150,37109,18169,30957,29130,36647,5.4,"Congressional District 11, North Carolina (111th Congress)",37,11,North Carolina,NC,NC-11
247,684962,352984,33.6,241610,319677,292911,21184,3296,1351,4312,1232,46644,608771,71252,176771,105619,86011,70481,21682,0,40132,22125,131014,4554,0.452,37.6,34041,49059,48354,46357,62869,49808,41388,39131,18406,31993,31153,36886,5.2,"Congressional District 12, North Carolina (111th Congress)",37,12,North Carolina,NC,NC-12
248,722768,366992,34.8,264491,455511,198552,17003,2928,1016,4872,1192,45661,643664,73359,175749,124361,74736,101299,20111,45,46252,25317,105810,7387,0.452,38.3,37938,52257,47526,50084,63805,54167,41951,44492,18657,33776,31313,39347,5.4,"Congressional District 13, North Carolina (111th Congress)",37,13,North Carolina,NC,NC-13
249,639725,318455,36.6,242100,580184,6029,5312,34192,167,800,60,9195,620935,14435,143384,138978,46051,77916,21591,182,45140,23602,75114,5555,0.443,38.4,34811,43073,42901,41479,58345,44263,31638,38064,17792,30007,27961,38854,5.7,"Congressional District (at Large), North Dakota (111th Congress)",38,AL,North Dakota,ND,ND-AL
250,601742,301213,35.3,224846,552107,10554,11110,7602,341,546,74,29402,567467,30755,146309,126737,37130,70353,19603,26,49827,24569,66402,4762,0.42,38.6,36123,46596,43898,45356,57206,44975,38299,40063,18973,31999,29504,42092,6.0,"Congressional District 1, Nebraska (111th Congress)",31,01,Nebraska,NE,NE-01
251,617746,313138,33.2,216665,501545,59093,13854,2571,377,1038,107,45535,565978,45458,163922,111681,37728,89843,17521,92,52285,27650,71287,7576,0.443,37.7,39253,51956,50195,50516,57585,49219,38996,43584,19039,34506,31881,40099,5.9,"Congressional District 2, Nebraska (111th Congress)",31,02,Nebraska,NE,NE-02
252,552636,280210,40.3,202816,517806,3159,3411,4793,459,716,6,35547,527488,22897,135754,125241,41950,49461,17065,21,42243,22067,64162,3139,0.415,41.8,31423,38749,38067,40368,52192,41952,28238,36329,16228,27712,26380,39477,6.0,"Congressional District 3, Nebraska (111th Congress)",31,03,Nebraska,NE,NE-03
253,659526,335276,39.1,246771,624745,8757,11793,1340,502,5404,1189,3504,617676,34579,149711,135625,41447,92965,19403,34,64446,30314,51576,10891,0.416,41.4,45704,60455,56044,57322,73230,60529,45877,57136,23080,39013,34783,45494,5.7,"Congressional District 1, New Hampshire (111th Congress)",33,01,New Hampshire,NH,NH-01
254,655893,331258,40.0,247798,622110,5470,13188,1870,406,5674,1927,3391,616168,33532,148469,138143,43098,92583,20331,5,61544,29177,47204,10459,0.42,42.0,43743,59570,52688,56777,70007,52894,43059,55725,23285,37448,34411,42816,5.8,"Congressional District 2, New Hampshire (111th Congress)",33,02,New Hampshire,NH,NH-02
255,671495,345590,36.7,241098,474370,118119,22986,1579,1250,39790,5567,10513,602386,51683,163908,118383,65984,75142,19918,55,60014,29405,70766,8025,0.422,39.9,46933,62484,57403,60137,71550,64117,53787,74742,24387,39732,37467,47309,6.0,"Congressional District 1, New Jersey (111th Congress)",34,01,New Jersey,NJ,NJ-01
256,684412,346132,39.2,254081,508770,96948,21417,2841,2976,41100,6486,20728,603628,63522,162940,126571,75921,69490,19472,23,56822,27828,71228,8754,0.437,41.4,43578,59647,56162,57279,76196,59167,46369,69570,26907,37183,35431,49938,5.8,"Congressional District 2, New Jersey (111th Congress)",34,02,New Jersey,NJ,NJ-02
257,690257,353836,41.8,252611,574813,63206,24684,1048,1312,15233,1120,6934,621286,58190,155902,150970,45873,98679,17830,45,71003,33592,36876,15968,0.418,42.4,52862,71088,64326,65909,83566,68056,54863,76628,25401,42880,38720,51013,6.3,"Congressional District 3, New Jersey (111th Congress)",34,03,New Jersey,NJ,NJ-03
258,700395,358970,39.1,251206,580998,61546,25392,1330,2172,22519,3056,16594,606793,81566,174276,141157,55920,91490,19625,61,68689,32007,51811,15535,0.431,41.5,51880,71650,67285,66555,87728,73917,52515,84621,23275,43427,40069,49386,6.0,"Congressional District 4, New Jersey (111th Congress)",34,04,New Jersey,NJ,NJ-04
259,666936,338941,41.2,241964,571238,13501,61013,1051,5891,11564,3666,4081,560317,99581,167007,152380,32643,121317,18480,40,91029,40548,25376,32162,0.451,43.9,62050,82603,78605,75767,77296,75590,68941,91397,27596,49796,42933,54658,6.7,"Congressional District 5, New Jersey (111th Congress)",34,05,New Jersey,NJ,NJ-05
260,663262,335562,36.1,248884,426851,105340,70091,1913,3041,26590,9626,29366,502578,147497,153632,115613,56149,92945,21672,9,68070,31950,60805,14480,0.434,39.9,50090,70569,68875,67278,74960,62580,60129,77741,21883,42571,39858,49901,5.5,"Congressional District 6, New Jersey (111th Congress)",34,06,New Jersey,NJ,NJ-06
261,662824,336413,40.0,241712,524093,35631,71205,940,5448,15562,4247,8216,527746,126931,164574,145454,37855,121400,16613,0,93875,42168,23694,34897,0.448,43.0,63756,86850,82330,77819,83029,89231,63308,85345,28049,49182,43891,52088,6.6,"Congressional District 7, New Jersey (111th Congress)",34,07,New Jersey,NJ,NJ-07
262,634415,327345,37.0,226317,376883,86354,39413,1023,4599,48105,43311,32199,435886,168656,158370,106219,72158,85588,17169,0,60763,29794,79876,15260,0.485,40.6,45622,71071,71145,65342,70446,72960,62074,80126,22706,41314,38017,52788,5.4,"Congressional District 8, New Jersey (111th Congress)",34,08,New Jersey,NJ,NJ-08
263,641978,330979,39.0,243639,441285,49915,85701,1235,13571,31399,22728,7820,398097,230538,132998,122243,63420,106136,15619,0,65884,34588,54154,14400,0.441,40.7,49088,67459,61120,65701,72228,69706,54931,86375,25741,42747,41128,52587,5.0,"Congressional District 9, New Jersey (111th Congress)",34,09,New Jersey,NJ,NJ-09
264,628562,331132,34.3,213474,167836,360442,26806,1646,5410,36044,14614,8707,445712,165505,163498,73955,79802,58475,18922,0,46213,25562,107828,6992,0.476,38.9,40139,56932,54932,55874,61260,63373,54600,72577,23673,37876,37580,45953,4.8,"Congressional District 10, New Jersey (111th Congress)",34,10,New Jersey,NJ,NJ-10
265,666420,339154,40.3,242460,562999,18706,56672,1229,3134,12873,1924,7667,543605,115041,165604,149664,31112,132436,18259,0,98279,43204,22368,38326,0.452,43.0,66691,88010,86204,80621,89910,85508,70411,85053,25624,51313,43520,52904,6.8,"Congressional District 11, New Jersey (111th Congress)",34,11,New Jersey,NJ,NJ-11
266,688176,352313,39.6,250227,490241,79311,90094,1096,2519,15675,3136,9286,546638,132061,165015,145062,37186,122933,18439,7,88383,39866,38436,31699,0.446,42.3,64134,83220,78215,77808,92630,75700,62897,84092,22967,49567,43946,55109,6.4,"Congressional District 12, New Jersey (111th Congress)",34,12,New Jersey,NJ,NJ-12
